build_time;type;municipality;settlement;lon;lat
1981-1990;uhepereelamu;Kasepaa;Raja;26.945368;58.823889
1919-1945;uhepereelamu;Kasepaa;Raja;26.945133;58.823759
1946-1960;uhepereelamu;Kasepaa;Raja;26.943383;58.822129
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943815;58.823574
1919-1945;uhepereelamu;Kasepaa;Raja;26.944030;58.821601
1919-1945;uhepereelamu;Kasepaa;Raja;26.943952;58.823319
1919-1945;uhepereelamu;Kasepaa;Raja;26.944131;58.823199
enne 1919;uhepereelamu;Kasepaa;Raja;26.944085;58.821231
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943956;58.823167
1961-1970;uhepereelamu;Kasepaa;Raja;26.944194;58.820861
1919-1945;uhepereelamu;Kasepaa;Raja;26.944682;58.828047
ehitus pooleli;uhepereelamu;Kasepaa;Raja;26.945011;58.822954
1971-1980;uhepereelamu;Kasepaa;Raja;26.944178;58.820673
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.945325;58.822974
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.945571;58.823004
1981-1990;uhepereelamu;Kasepaa;Raja;26.945414;58.822810
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.944140;58.820224
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.944253;58.822783
enne 1919;uhepereelamu;Kasepaa;Raja;26.944182;58.819908
enne 1919;muu vaikeelamu;Kasepaa;Raja;26.944258;58.819584
1971-1980;uhepereelamu;Kasepaa;Raja;26.944731;58.822699
1961-1970;uhepereelamu;Kasepaa;Raja;26.944049;58.828161
1961-1970;uhepereelamu;Kasepaa;Raja;26.943594;58.819499
1981-1990;uhepereelamu;Kasepaa;Raja;26.943184;58.819779
1919-1945;muu vaikeelamu;Kasepaa;Raja;26.944292;58.819376
enne 1919;uhepereelamu;Kasepaa;Raja;26.944242;58.822450
1991-1995;uhepereelamu;Kasepaa;Raja;26.944740;58.821989
enne 1919;uhepereelamu;Kasepaa;Raja;26.944391;58.819094
1919-1945;uhepereelamu;Kasepaa;Raja;26.944243;58.822252
1981-1990;uhepereelamu;Kasepaa;Raja;26.945379;58.822191
1919-1945;uhepereelamu;Kasepaa;Raja;26.944460;58.818887
enne 1919;uhepereelamu;Kasepaa;Raja;26.944454;58.821898
1919-1945;uhepereelamu;Kasepaa;Raja;26.944497;58.818715
1919-1945;uhepereelamu;Kasepaa;Raja;26.945713;58.821832
1919-1945;uhepereelamu;Kasepaa;Raja;26.944465;58.818545
1971-1980;uhepereelamu;Kasepaa;Raja;26.944627;58.827843
1981-1990;uhepereelamu;Kasepaa;Raja;26.944855;58.821727
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.944456;58.818437
1919-1945;uhepereelamu;Kasepaa;Raja;26.944367;58.821684
1919-1945;uhepereelamu;Kasepaa;Raja;26.944465;58.818338
enne 1919;uhepereelamu;Kasepaa;Raja;26.944434;58.821467
1919-1945;uhepereelamu;Kasepaa;Raja;26.944405;58.818240
1919-1945;uhepereelamu;Kasepaa;Raja;26.944722;58.821379
1919-1945;uhepereelamu;Kasepaa;Raja;26.944484;58.818158
enne 1919;uhepereelamu;Kasepaa;Raja;26.944523;58.821258
enne 1919;uhepereelamu;Kasepaa;Raja;26.943928;58.818126
enne 1919;uhepereelamu;Kasepaa;Raja;26.944599;58.821148
1961-1970;uhepereelamu;Kasepaa;Raja;26.943925;58.827715
1961-1970;uhepereelamu;Kasepaa;Raja;26.943807;58.817958
1919-1945;uhepereelamu;Kasepaa;Raja;26.943919;58.820498
1946-1960;uhepereelamu;Kasepaa;Raja;26.942550;58.828276
1961-1970;uhepereelamu;Kasepaa;Raja;26.942044;58.823309
1961-1970;uhepereelamu;Kasepaa;Raja;26.942134;58.822947
1971-1980;uhepereelamu;Kasepaa;Raja;26.942328;58.822566
1971-1980;uhepereelamu;Kasepaa;Raja;26.942409;58.822105
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.942557;58.821374
1996 või hiljem;uhepereelamu;Kasepaa;Raja;26.941313;58.825725
1981-1990;uhepereelamu;Kasepaa;Raja;26.941696;58.824926
1946-1960;uhepereelamu;Kasepaa;Raja;26.943072;58.820922
enne 1919;uhepereelamu;Kasepaa;Raja;26.942129;58.825535
ehitusaeg teadmata;uhepereelamu;Kasepaa;Raja;26.943049;58.820240
1991-1995;uhepereelamu;Kasepaa;Raja;26.942027;58.825350
1981-1990;uhepereelamu;Kasepaa;Raja;26.942206;58.825022
1961-1970;uhepereelamu;Kasepaa;Raja;26.941717;58.824566
enne 1919;uhepereelamu;Kasepaa;Raja;26.942327;58.824183
1961-1970;uhepereelamu;Kasepaa;Raja;26.941667;58.824180
1981-1990;uhepereelamu;Kasepaa;Raja;26.942591;58.823845
1981-1990;uhepereelamu;Kasepaa;Raja;26.942594;58.823270
1971-1980;uhepereelamu;Kasepaa;Raja;26.942598;58.823116
1971-1980;uhepereelamu;Kasepaa;Raja;26.941871;58.823906
1946-1960;uhepereelamu;Kasepaa;Raja;26.942827;58.822329
1981-1990;uhepereelamu;Kasepaa;Raja;26.943215;58.821602
1991-1995;uhepereelamu;Kasepaa;Raja;26.943510;58.820984
1971-1980;uhepereelamu;Kasepaa;Raja;26.942013;58.823552
1946-1960;uhepereelamu;Kasepaa;Raja;26.945549;58.814143
1971-1980;uhepereelamu;Kasepaa;Raja;26.945189;58.813793
1971-1980;uhepereelamu;Kasepaa;Raja;26.944891;58.814167
1971-1980;uhepereelamu;Kasepaa;Raja;26.944700;58.813740
1971-1980;uhepereelamu;Kasepaa;Raja;26.944499;58.814042
1961-1970;uhepereelamu;Kasepaa;Raja;26.941424;58.819882
1971-1980;uhepereelamu;Kasepaa;Raja;26.941763;58.819380
1971-1980;uhepereelamu;Kasepaa;Raja;26.941930;58.818881
1971-1980;uhepereelamu;Kasepaa;Raja;26.942008;58.818583
1971-1980;uhepereelamu;Kasepaa;Raja;26.942071;58.818313
1971-1980;uhepereelamu;Kasepaa;Raja;26.942644;58.818102
1961-1970;uhepereelamu;Kasepaa;Raja;26.941157;58.822664
1971-1980;uhepereelamu;Kasepaa;Raja;26.942207;58.817447
1996 või hiljem;uhepereelamu;Kasepaa;Raja;26.942253;58.817175
1971-1980;uhepereelamu;Kasepaa;Raja;26.942383;58.816481
1961-1970;uhepereelamu;Kasepaa;Raja;26.942418;58.816282
1971-1980;uhepereelamu;Kasepaa;Raja;26.942357;58.815961
1961-1970;uhepereelamu;Kasepaa;Raja;26.942422;58.815680
1961-1970;uhepereelamu;Kasepaa;Raja;26.942454;58.815454
1961-1970;uhepereelamu;Kasepaa;Raja;26.942521;58.815228
1961-1970;uhepereelamu;Kasepaa;Raja;26.942584;58.814957
1961-1970;uhepereelamu;Kasepaa;Raja;26.942672;58.814775
1961-1970;uhepereelamu;Kasepaa;Raja;26.941207;58.822034
1961-1970;uhepereelamu;Kasepaa;Raja;26.942760;58.814360
1961-1970;uhepereelamu;Kasepaa;Raja;26.942753;58.814073
1919-1945;uhepereelamu;Kasepaa;Raja;26.942971;58.813797
1996 või hiljem;uhepereelamu;Kasepaa;Raja;26.941334;58.821465
1971-1980;uhepereelamu;Kasepaa;Raja;26.941397;58.820583
ehitus pooleli;uhepereelamu;Kasepaa;Raja;26.941382;58.821014
1961-1970;uhepereelamu;Kasepaa;Raja;26.941319;58.820271
1961-1970;uhepereelamu;Pala;Ranna;27.102684;58.729614
1981-1990;uhepereelamu;Pala;Ranna;27.101947;58.730207
1919-1945;uhepereelamu;Pala;Ranna;27.101203;58.730719
1971-1980;uhepereelamu;Pala;Ranna;27.100605;58.731102
1919-1945;uhepereelamu;Pala;Ranna;27.100094;58.731564
1961-1970;uhepereelamu;Pala;Ranna;27.099511;58.732113
1961-1970;uhepereelamu;Pala;Ranna;27.098927;58.732661
enne 1919;uhepereelamu;Pala;Ranna;27.095399;58.732908
1971-1980;uhepereelamu;Pala;Ranna;27.098137;58.734483
1919-1945;uhepereelamu;Pala;Ranna;27.098224;58.735460
1971-1980;uhepereelamu;Pala;Ranna;27.095218;58.734282
1919-1945;uhepereelamu;Pala;Ranna;27.090967;58.733675
1971-1980;uhepereelamu;Pala;Ranna;27.093554;58.734771
1919-1945;uhepereelamu;Pala;Ranna;27.097287;58.738412
1919-1945;uhepereelamu;Pala;Ranna;27.095448;58.738806
1981-1990;uhepereelamu;Pala;Ranna;27.096212;58.739417
ehitusaeg teadmata;uhepereelamu;Pala;Ranna;27.095211;58.739972
enne 1919;uhepereelamu;Pala;Ranna;27.108207;58.728740
1919-1945;uhepereelamu;Pala;Ranna;27.108516;58.727752
1919-1945;uhepereelamu;Pala;Ranna;27.105766;58.726996
1919-1945;uhepereelamu;Pala;Ranna;27.106652;58.726318
1919-1945;uhepereelamu;Pala;Ranna;27.107958;58.725015
1919-1945;uhepereelamu;Pala;Ranna;27.115100;58.725723
enne 1919;uhepereelamu;Pala;Ranna;27.110224;58.722655
1919-1945;uhepereelamu;Pala;Ranna;27.112158;58.721449
enne 1919;uhepereelamu;Pala;Ranna;27.114079;58.720225
1946-1960;muu vaikeelamu;Pala;Ranna;27.114973;58.719634
enne 1919;uhepereelamu;Pala;Ranna;27.116027;58.719935
1919-1945;uhepereelamu;Pala;Ranna;27.116023;58.718992
1919-1945;uhepereelamu;Pala;Ranna;27.116762;58.718439
enne 1919;uhepereelamu;Pala;Ranna;27.121538;58.717583
enne 1919;uhepereelamu;Pala;Ranna;27.124943;58.715532
1961-1970;uhepereelamu;Pala;Ranna;27.124011;58.714130
1961-1970;uhepereelamu;Pala;Ranna;27.125104;58.713587
1971-1980;uhepereelamu;Pala;Ranna;27.125564;58.713045
1946-1960;uhepereelamu;Torma;Rassiku;26.752228;58.836902
enne 1919;uhepereelamu;Torma;Rassiku;26.754010;58.838575
1919-1945;uhepereelamu;Torma;Rassiku;26.747512;58.842057
ehitusaeg teadmata;uhepereelamu;Torma;Rassiku;26.738536;58.840324
1919-1945;uhepereelamu;Torma;Rassiku;26.752507;58.843873
1991-1995;uhepereelamu;Torma;Rassiku;26.747488;58.845318
ehitusaeg teadmata;uhepereelamu;Torma;Rassiku;26.743234;58.849254
1946-1960;uhepereelamu;Torma;Rassiku;26.751288;58.828255
1919-1945;uhepereelamu;Torma;Rassiku;26.749892;58.828735
1919-1945;uhepereelamu;Torma;Reastvere;26.552176;58.888185
1971-1980;uhepereelamu;Torma;Reastvere;26.554017;58.889586
1961-1970;paljukorteriline elamu;Torma;Reastvere;26.556122;58.891261
enne 1919;paljukorteriline elamu;Torma;Reastvere;26.557362;58.892027
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.558927;58.892599
enne 1919;uhepereelamu;Torma;Reastvere;26.560486;58.893097
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.562541;58.893497
enne 1919;uhepereelamu;Torma;Reastvere;26.563801;58.894523
enne 1919;uhepereelamu;Torma;Reastvere;26.566500;58.894380
enne 1919;uhepereelamu;Torma;Reastvere;26.568225;58.894867
1996 või hiljem;uhepereelamu;Torma;Reastvere;26.569428;58.897421
enne 1919;uhepereelamu;Torma;Reastvere;26.571880;58.898559
enne 1919;uhepereelamu;Torma;Reastvere;26.570916;58.899198
enne 1919;uhepereelamu;Torma;Reastvere;26.573795;58.899312
enne 1919;uhepereelamu;Torma;Reastvere;26.577818;58.898801
enne 1919;uhepereelamu;Torma;Reastvere;26.557327;58.886943
1919-1945;uhepereelamu;Torma;Reastvere;26.558228;58.887716
1919-1945;uhepereelamu;Torma;Reastvere;26.560306;58.886093
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.567906;58.883759
1919-1945;uhepereelamu;Torma;Reastvere;26.574742;58.882483
1919-1945;uhepereelamu;Torma;Reastvere;26.577414;58.882079
enne 1919;uhepereelamu;Torma;Reastvere;26.579703;58.878710
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.582141;58.877430
enne 1919;uhepereelamu;Torma;Reastvere;26.571303;58.879407
1946-1960;uhepereelamu;Torma;Reastvere;26.569402;58.878824
enne 1919;uhepereelamu;Torma;Reastvere;26.571853;58.878071
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.567251;58.877205
1919-1945;uhepereelamu;Torma;Reastvere;26.553043;58.886156
1919-1945;uhepereelamu;Torma;Reastvere;26.550511;58.886206
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.551236;58.884620
1946-1960;uhepereelamu;Torma;Reastvere;26.552749;58.884490
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.549711;58.884550
1919-1945;uhepereelamu;Torma;Reastvere;26.549309;58.883687
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.549007;58.881850
1919-1945;uhepereelamu;Torma;Reastvere;26.548398;58.880471
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.546299;58.879541
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.544596;58.876992
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.542189;58.876478
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.495228;58.915698
1961-1970;uhepereelamu;Torma;Reastvere;26.488688;58.916777
ehitusaeg teadmata;uhepereelamu;Torma;Reastvere;26.547413;58.884268
enne 1919;uhepereelamu;Tabivere;Reinu;26.778349;58.569236
1919-1945;uhepereelamu;Tabivere;Reinu;26.781381;58.567554
1919-1945;uhepereelamu;Tabivere;Reinu;26.790259;58.564759
1919-1945;uhepereelamu;Tabivere;Reinu;26.789203;58.563399
enne 1919;uhepereelamu;Tabivere;Reinu;26.782392;58.564692
1919-1945;uhepereelamu;Tabivere;Reinu;26.776660;58.564627
enne 1919;uhepereelamu;Tabivere;Reinu;26.771960;58.564766
enne 1919;uhepereelamu;Tabivere;Reinu;26.768400;58.566073
enne 1919;uhepereelamu;Tabivere;Reinu;26.768309;58.567764
1919-1945;uhepereelamu;Tabivere;Reinu;26.767105;58.559918
1919-1945;uhepereelamu;Tabivere;Reinu;26.762601;58.556898
1946-1960;uhepereelamu;Tabivere;Reinu;26.755024;58.554994
1991-1995;uhepereelamu;Tabivere;Reinu;26.759075;58.554942
1971-1980;uhepereelamu;Jogeva;Rohe;26.377297;58.823868
ehitusaeg teadmata;uhepereelamu;Jogeva;Rohe;26.377311;58.826041
1919-1945;uhepereelamu;Jogeva;Rohe;26.392298;58.823470
enne 1919;uhepereelamu;Jogeva;Rohe;26.392311;58.824938
1919-1945;uhepereelamu;Jogeva;Rohe;26.395898;58.812514
ehitusaeg teadmata;uhepereelamu;Jogeva;Rohe;26.381074;58.817604
enne 1919;uhepereelamu;Jogeva;Rohe;26.382156;58.815109
enne 1919;uhepereelamu;Jogeva;Rohe;26.380695;58.814282
enne 1919;uhepereelamu;Jogeva;Rohe;26.378943;58.814778
1919-1945;uhepereelamu;Jogeva;Rohe;26.361710;58.812394
1946-1960;uhepereelamu;Jogeva;Rohe;26.374980;58.823766
1919-1945;uhepereelamu;Jogeva;Rohe;26.374638;58.822919
enne 1919;uhepereelamu;Jogeva;Rohe;26.368630;58.820658
enne 1919;uhepereelamu;Jogeva;Rohe;26.369627;58.820357
enne 1919;uhepereelamu;Palamuse;Ronivere;26.670520;58.731298
enne 1919;uhepereelamu;Palamuse;Ronivere;26.672139;58.731713
enne 1919;uhepereelamu;Palamuse;Ronivere;26.669535;58.731758
1919-1945;uhepereelamu;Palamuse;Ronivere;26.668096;58.733028
enne 1919;uhepereelamu;Palamuse;Ronivere;26.666943;58.733582
1946-1960;uhepereelamu;Palamuse;Ronivere;26.665739;58.733427
enne 1919;uhepereelamu;Palamuse;Ronivere;26.665634;58.734229
1946-1960;uhepereelamu;Palamuse;Ronivere;26.664155;58.734978
enne 1919;uhepereelamu;Palamuse;Ronivere;26.661825;58.735732
1919-1945;uhepereelamu;Palamuse;Ronivere;26.659243;58.739865
enne 1919;uhepereelamu;Saare;Ruskavere;26.865995;58.749997
1961-1970;uhepereelamu;Saare;Ruskavere;26.866967;58.750577
1919-1945;muu vaikeelamu;Saare;Ruskavere;26.868164;58.751144
1919-1945;uhepereelamu;Saare;Ruskavere;26.869124;58.751608
1971-1980;uhepereelamu;Saare;Ruskavere;26.870330;58.752183
1946-1960;uhepereelamu;Saare;Ruskavere;26.872677;58.753398
1919-1945;paljukorteriline elamu;Saare;Ruskavere;26.873719;58.754138
1981-1990;uhepereelamu;Saare;Ruskavere;26.874040;58.756603
1981-1990;uhepereelamu;Saare;Ruskavere;26.873936;58.757557
1981-1990;uhepereelamu;Saare;Ruskavere;26.874045;58.758885
1961-1970;uhepereelamu;Saare;Ruskavere;26.873509;58.760020
1971-1980;uhepereelamu;Saare;Ruskavere;26.872368;58.760728
1946-1960;uhepereelamu;Saare;Ruskavere;26.870855;58.761400
1946-1960;uhepereelamu;Saare;Ruskavere;26.863471;58.772599
enne 1919;uhepereelamu;Saare;Ruskavere;26.902401;58.766208
1961-1970;uhepereelamu;Saare;Ruskavere;26.904409;58.765327
1919-1945;uhepereelamu;Saare;Ruskavere;26.893785;58.751412
1919-1945;uhepereelamu;Saare;Ruskavere;26.865365;58.747972
1946-1960;uhepereelamu;Saare;Ruskavere;26.865908;58.746161
1919-1945;uhepereelamu;Saare;Ruskavere;26.874815;58.747886
1919-1945;uhepereelamu;Saare;Ruskavere;26.878959;58.747794
enne 1919;uhepereelamu;Saare;Ruskavere;26.895671;58.743569
1919-1945;uhepereelamu;Saare;Ruskavere;26.904960;58.747081
enne 1919;uhepereelamu;Saare;Ruskavere;26.894042;58.741796
ehitusaeg teadmata;uhepereelamu;Saare;Ruskavere;26.895230;58.741665
enne 1919;uhepereelamu;Saare;Ruskavere;26.895323;58.739380
ehitusaeg teadmata;uhepereelamu;Saare;Ruskavere;26.890962;58.739609
enne 1919;uhepereelamu;Saare;Ruskavere;26.864319;58.743680
1919-1945;uhepereelamu;Saare;Ruskavere;26.867465;58.742650
ehitusaeg teadmata;uhepereelamu;Saare;Ruskavere;26.863392;58.749219
enne 1919;muu vaikeelamu;Saare;Ruskavere;26.862436;58.748755
enne 1919;uhepereelamu;Saare;Ruskavere;26.860717;58.747481
ehitusaeg teadmata;uhepereelamu;Saare;Ruskavere;26.845907;58.744088
1919-1945;uhepereelamu;Saare;Ruskavere;26.845913;58.749839
1996 või hiljem;uhepereelamu;Saare;Ruskavere;26.836483;58.747297
1919-1945;uhepereelamu;Saare;Ruskavere;26.837744;58.748582
1946-1960;uhepereelamu;Saare;Ruskavere;26.833290;58.747718
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.814412;58.640701
enne 1919;uhepereelamu;Poltsamaa;Rostla;25.812860;58.643659
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.815705;58.633753
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.815617;58.632066
ehitusaeg teadmata;uhepereelamu;Poltsamaa;Rostla;25.816047;58.631773
enne 1919;uhepereelamu;Poltsamaa;Rostla;25.821800;58.632005
enne 1919;uhepereelamu;Poltsamaa;Rostla;25.817978;58.631908
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.817545;58.630719
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.825390;58.633185
1961-1970;paljukorteriline elamu;Poltsamaa;Rostla;25.829171;58.632332
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.827753;58.632200
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.828983;58.632003
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.818125;58.625424
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.814029;58.623480
enne 1919;uhepereelamu;Poltsamaa;Rostla;25.819507;58.621516
1946-1960;uhepereelamu;Poltsamaa;Rostla;25.813902;58.628848
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.810822;58.628245
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.816021;58.628540
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.810695;58.633788
enne 1919;uhepereelamu;Poltsamaa;Rostla;25.799351;58.629601
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.799924;58.628056
ehitusaeg teadmata;uhepereelamu;Poltsamaa;Rostla;25.805145;58.633408
enne 1919;uhepereelamu;Poltsamaa;Rostla;25.803958;58.633425
enne 1919;uhepereelamu;Poltsamaa;Rostla;25.804654;58.634268
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.804092;58.634707
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.804132;58.635478
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.804263;58.636021
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.802283;58.638384
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.801281;58.640670
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.801872;58.643455
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.795377;58.643235
1919-1945;uhepereelamu;Poltsamaa;Rostla;25.826766;58.642664
1946-1960;uhepereelamu;Poltsamaa;Rostla;25.822423;58.642977
1981-1990;uhepereelamu;Poltsamaa;Rostla;25.815614;58.629753
enne 1919;uhepereelamu;Poltsamaa;Rasna;25.802744;58.677074
enne 1919;uhepereelamu;Poltsamaa;Rasna;25.803895;58.679617
1919-1945;uhepereelamu;Poltsamaa;Rasna;25.802406;58.687546
1919-1945;uhepereelamu;Poltsamaa;Rasna;25.797444;58.686331
1919-1945;uhepereelamu;Poltsamaa;Rasna;25.810173;58.690930
enne 1919;uhepereelamu;Poltsamaa;Rasna;25.816528;58.676430
enne 1919;uhepereelamu;Poltsamaa;Rasna;25.811136;58.674612
1946-1960;uhepereelamu;Torma;Raabise;26.646494;58.781000
1961-1970;uhepereelamu;Torma;Raabise;26.646615;58.782596
enne 1919;uhepereelamu;Torma;Raabise;26.646903;58.783748
ehitusaeg teadmata;paljukorteriline elamu;Torma;Raabise;26.647356;58.784279
1961-1970;paljukorteriline elamu;Torma;Raabise;26.645401;58.784368
1961-1970;paljukorteriline elamu;Torma;Raabise;26.645207;58.785590
1919-1945;uhepereelamu;Torma;Raabise;26.645077;58.786553
1981-1990;uhepereelamu;Torma;Raabise;26.642840;58.786699
1946-1960;paljukorteriline elamu;Torma;Raabise;26.644396;58.788374
1981-1990;uhepereelamu;Torma;Raabise;26.646086;58.789084
1946-1960;uhepereelamu;Torma;Raabise;26.645570;58.790362
1946-1960;uhepereelamu;Torma;Raabise;26.643143;58.789671
1961-1970;hoone liik teadmata;Torma;Raabise;26.642359;58.789871
1946-1960;uhepereelamu;Torma;Raabise;26.641507;58.790347
1946-1960;uhepereelamu;Torma;Raabise;26.640910;58.790682
1919-1945;uhepereelamu;Torma;Raabise;26.647330;58.786607
1919-1945;uhepereelamu;Torma;Raabise;26.655364;58.787402
1919-1945;uhepereelamu;Torma;Raabise;26.656204;58.787700
1919-1945;uhepereelamu;Torma;Raabise;26.659535;58.785825
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.650780;58.786329
ehitusaeg teadmata;hoone liik teadmata;Torma;Raabise;26.649269;58.785026
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.652557;58.785439
1919-1945;uhepereelamu;Torma;Raabise;26.661342;58.782716
1919-1945;uhepereelamu;Torma;Raabise;26.663723;58.779054
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.662115;58.774093
1919-1945;uhepereelamu;Torma;Raabise;26.654766;58.779108
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.656652;58.772183
enne 1919;uhepereelamu;Torma;Raabise;26.660013;58.770640
enne 1919;uhepereelamu;Torma;Raabise;26.664208;58.766726
1919-1945;uhepereelamu;Torma;Raabise;26.666495;58.753939
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.651837;58.760503
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.647830;58.762610
enne 1919;uhepereelamu;Torma;Raabise;26.634591;58.777738
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.632523;58.780117
enne 1919;uhepereelamu;Torma;Raabise;26.630455;58.782495
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.647208;58.771641
1981-1990;uhepereelamu;Torma;Raabise;26.638068;58.785992
ehitusaeg teadmata;uhepereelamu;Torma;Raabise;26.642062;58.761628
enne 1919;uhepereelamu;Saare;Saare;26.842656;58.694736
1996 või hiljem;uhepereelamu;Saare;Saare;26.841648;58.695482
1991-1995;uhepereelamu;Saare;Saare;26.844119;58.694843
1971-1980;uhepereelamu;Saare;Saare;26.845765;58.696496
enne 1919;uhepereelamu;Saare;Saare;26.849723;58.696220
1919-1945;uhepereelamu;Saare;Saare;26.847562;58.696879
ehitusaeg teadmata;uhepereelamu;Saare;Saare;26.847575;58.697377
ehitusaeg teadmata;paljukorteriline elamu;Saare;Saare;26.845164;58.698055
enne 1919;uhepereelamu;Saare;Saare;26.840810;58.698560
ehitusaeg teadmata;paljukorteriline elamu;Saare;Saare;26.847533;58.698938
1971-1980;paljukorteriline elamu;Saare;Saare;26.847504;58.699244
1981-1990;paljukorteriline elamu;Saare;Saare;26.846312;58.699419
1971-1980;paljukorteriline elamu;Saare;Saare;26.845700;58.699859
1981-1990;paljukorteriline elamu;Saare;Saare;26.846268;58.699887
1961-1970;uhepereelamu;Saare;Saare;26.847922;58.699921
enne 1919;uhepereelamu;Saare;Saare;26.850349;58.700492
1961-1970;uhepereelamu;Saare;Saare;26.851229;58.700284
ehitusaeg teadmata;muu vaikeelamu;Saare;Saare;26.849540;58.701184
