build_time;type;municipality;settlement;lon;lat
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.965096;58.789856
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.973556;58.783910
enne 1919;muu vaikeelamu;Kasepaa;Kasepaa;26.973638;58.783871
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.965452;58.789568
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.973786;58.783751
1996 või hiljem;uhepereelamu;Kasepaa;Kasepaa;26.965606;58.789358
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.974200;58.783544
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.966617;58.788409
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.974445;58.783394
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.967444;58.787752
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.974779;58.783243
1946-1960;uhepereelamu;Kasepaa;Kasepaa;26.967967;58.787371
enne 1919;muu vaikeelamu;Kasepaa;Kasepaa;26.975483;58.782759
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.968494;58.787072
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.975825;58.782508
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.968979;58.787079
enne 1919;elukorteri(te)ga mitteelamu;Kasepaa;Kasepaa;26.968885;58.786785
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.969449;58.786708
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.969902;58.786509
1961-1970;uhepereelamu;Kasepaa;Kasepaa;26.969608;58.786327
1946-1960;uhepereelamu;Kasepaa;Kasepaa;26.969843;58.785828
1961-1970;uhepereelamu;Kasepaa;Kasepaa;26.970364;58.785447
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.971201;58.785114
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.971854;58.784443
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.972518;58.784131
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.972595;58.783994
1919-1945;muu vaikeelamu;Kasepaa;Kasepaa;26.972818;58.783791
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.972277;58.783526
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.973626;58.783530
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.973544;58.783577
enne 1919;uhepereelamu;Kasepaa;Kasepaa;26.973909;58.783388
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.974506;58.782899
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.974922;58.782665
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.975375;58.782303
1946-1960;uhepereelamu;Kasepaa;Kasepaa;26.975909;58.781886
ehitusaeg teadmata;elukorteri(te)ga mitteelamu;Kasepaa;Kasepaa;26.960254;58.794612
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.960876;58.793968
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.961710;58.793195
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.960121;58.794050
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.962360;58.792686
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.960733;58.793505
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.962617;58.792437
ehitusaeg teadmata;uhepereelamu;Kasepaa;Kasepaa;26.961140;58.793199
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.956152;58.793583
1991-1995;uhepereelamu;Kasepaa;Kasepaa;26.955363;58.793466
1961-1970;uhepereelamu;Kasepaa;Kasepaa;26.956766;58.794701
ehitus pooleli;uhepereelamu;Kasepaa;Kasepaa;26.954446;58.793055
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.954237;58.792853
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.953563;58.792681
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.953275;58.792526
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.952446;58.792149
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.957721;58.794545
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.952073;58.792040
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.951585;58.791791
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.951943;58.791729
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.956437;58.794501
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.957212;58.794457
1971-1980;uhepereelamu;Kasepaa;Kasepaa;26.955445;58.794839
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.956613;58.794112
1961-1970;uhepereelamu;Kasepaa;Kasepaa;26.950612;58.791777
1961-1970;uhepereelamu;Kasepaa;Kasepaa;26.956220;58.793977
1919-1945;uhepereelamu;Kasepaa;Kasepaa;26.966371;58.786932
1996 või hiljem;uhepereelamu;Kasepaa;Kasepaa;26.966769;58.787939
1946-1960;uhepereelamu;Kasepaa;Kasepaa;26.966976;58.787143
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.967962;58.786509
1981-1990;uhepereelamu;Kasepaa;Kasepaa;26.967404;58.786279
1961-1970;uhepereelamu;Kasepaa;Kasepaa;26.954128;58.790358
1961-1970;uhepereelamu;Kasepaa;Kasepaa;26.960913;58.787902
enne 1919;uhepereelamu;Tabivere;Kassema;26.732124;58.631857
enne 1919;uhepereelamu;Tabivere;Kassema;26.731054;58.632573
1919-1945;uhepereelamu;Tabivere;Kassema;26.730540;58.633266
enne 1919;uhepereelamu;Tabivere;Kassema;26.728160;58.634008
1919-1945;uhepereelamu;Tabivere;Kassema;26.716985;58.635323
enne 1919;uhepereelamu;Tabivere;Kassema;26.712306;58.637974
enne 1919;uhepereelamu;Tabivere;Kassema;26.728454;58.635367
enne 1919;uhepereelamu;Tabivere;Kassema;26.723511;58.637045
enne 1919;uhepereelamu;Tabivere;Kassema;26.734677;58.632954
1919-1945;uhepereelamu;Tabivere;Kassema;26.737370;58.634100
enne 1919;uhepereelamu;Tabivere;Kassema;26.738529;58.634470
1919-1945;uhepereelamu;Tabivere;Kassema;26.745362;58.632951
ehitusaeg teadmata;uhepereelamu;Tabivere;Kassema;26.738425;58.628299
1919-1945;uhepereelamu;Tabivere;Kassema;26.738256;58.623784
enne 1919;uhepereelamu;Tabivere;Kassema;26.739346;58.623284
enne 1919;uhepereelamu;Tabivere;Kassema;26.740229;58.622574
1919-1945;uhepereelamu;Tabivere;Kassema;26.732411;58.621078
1919-1945;uhepereelamu;Tabivere;Kassema;26.740850;58.620898
ehitusaeg teadmata;uhepereelamu;Tabivere;Kassema;26.745483;58.620108
1919-1945;uhepereelamu;Tabivere;Kassema;26.753588;58.620428
ehitus pooleli;uhepereelamu;Tabivere;Kassema;26.732566;58.621893
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.491413;58.674805
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.490012;58.676026
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.487267;58.676439
ehitusaeg teadmata;uhepereelamu;Jogeva;Kassinurme;26.485495;58.676771
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.484666;58.676036
ehitusaeg teadmata;uhepereelamu;Jogeva;Kassinurme;26.485057;58.678611
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.474553;58.680381
1946-1960;uhepereelamu;Jogeva;Kassinurme;26.471382;58.682459
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.469970;58.683605
enne 1919;muu vaikeelamu;Jogeva;Kassinurme;26.464567;58.686153
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.463166;58.686938
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.461268;58.688165
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.457857;58.689942
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.457912;58.690677
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.455808;58.690407
1981-1990;uhepereelamu;Jogeva;Kassinurme;26.456983;58.690905
1971-1980;uhepereelamu;Jogeva;Kassinurme;26.448680;58.693675
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.445552;58.691016
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.490217;58.680012
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.495145;58.679418
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.497412;58.676814
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.502364;58.675595
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.506736;58.671834
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.511163;58.669412
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.516077;58.665937
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.520825;58.662876
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.495490;58.672812
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.497383;58.671702
1946-1960;uhepereelamu;Jogeva;Kassinurme;26.498691;58.668074
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.483947;58.672996
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.473436;58.673156
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.473371;58.672448
ehitusaeg teadmata;uhepereelamu;Jogeva;Kassinurme;26.484553;58.674973
1961-1970;paljukorteriline elamu;Jogeva;Kassinurme;26.486648;58.671792
1961-1970;paljukorteriline elamu;Jogeva;Kassinurme;26.487648;58.671531
1981-1990;paljukorteriline elamu;Jogeva;Kassinurme;26.485031;58.669932
1971-1980;uhepereelamu;Jogeva;Kassinurme;26.488237;58.670626
1971-1980;uhepereelamu;Jogeva;Kassinurme;26.488720;58.670234
1991-1995;uhepereelamu;Jogeva;Kassinurme;26.489124;58.669931
1991-1995;uhepereelamu;Jogeva;Kassinurme;26.491136;58.668562
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.492225;58.667826
1961-1970;uhepereelamu;Jogeva;Kassinurme;26.493202;58.666200
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.479416;58.668169
1981-1990;uhepereelamu;Jogeva;Kassinurme;26.475878;58.669475
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.477354;58.665899
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.480602;58.663837
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.483450;58.658904
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.472220;58.667436
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.468855;58.670101
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.468434;58.660670
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.462236;58.665498
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.461486;58.666024
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.451411;58.675833
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.482937;58.671281
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.487658;58.678839
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.482763;58.685812
enne 1919;uhepereelamu;Jogeva;Kassinurme;26.517040;58.664616
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.478539;58.676114
1919-1945;uhepereelamu;Jogeva;Kassinurme;26.476779;58.677504
1981-1990;uhepereelamu;Jogeva;Kassinurme;26.466707;58.677113
enne 1919;uhepereelamu;Palamuse;Kassivere;26.447482;58.630525
enne 1919;uhepereelamu;Palamuse;Kassivere;26.423270;58.644518
1981-1990;uhepereelamu;Palamuse;Kassivere;26.411057;58.633693
1919-1945;uhepereelamu;Palamuse;Kassivere;26.397554;58.662483
enne 1919;uhepereelamu;Jogeva;Kaude;26.593183;58.756731
enne 1919;uhepereelamu;Jogeva;Kaude;26.597214;58.757481
1919-1945;uhepereelamu;Jogeva;Kaude;26.598432;58.759451
1919-1945;uhepereelamu;Jogeva;Kaude;26.597230;58.761029
1919-1945;uhepereelamu;Jogeva;Kaude;26.598367;58.760539
1919-1945;uhepereelamu;Jogeva;Kaude;26.598408;58.762632
1919-1945;uhepereelamu;Jogeva;Kaude;26.597149;58.763511
enne 1919;uhepereelamu;Jogeva;Kaude;26.597023;58.765934
1919-1945;uhepereelamu;Jogeva;Kaude;26.594473;58.754107
1961-1970;paljukorteriline elamu;Jogeva;Kaude;26.594122;58.753810
1961-1970;paljukorteriline elamu;Jogeva;Kaude;26.594330;58.753370
1961-1970;hoone liik teadmata;Jogeva;Kaude;26.595026;58.753652
enne 1919;uhepereelamu;Jogeva;Kaude;26.595308;58.753099
1961-1970;muu vaikeelamu;Jogeva;Kaude;26.595594;58.752360
enne 1919;uhepereelamu;Jogeva;Kaude;26.596387;58.751226
enne 1919;uhepereelamu;Jogeva;Kaude;26.595786;58.750793
enne 1919;uhepereelamu;Jogeva;Kaude;26.599858;58.748851
ehitusaeg teadmata;muu vaikeelamu;Jogeva;Kaude;26.595591;58.750564
1919-1945;uhepereelamu;Pajusi;Kauru;26.088989;58.769286
ehitusaeg teadmata;uhepereelamu;Pajusi;Kauru;26.091648;58.770490
1919-1945;uhepereelamu;Pajusi;Kauru;26.094037;58.771751
1919-1945;uhepereelamu;Pajusi;Kauru;26.103457;58.770012
1919-1945;uhepereelamu;Pajusi;Kauru;26.107518;58.771432
1919-1945;uhepereelamu;Pajusi;Kauru;26.100480;58.777408
1919-1945;uhepereelamu;Pajusi;Kauru;26.112905;58.773315
1919-1945;uhepereelamu;Pajusi;Kauru;26.113946;58.773729
1919-1945;uhepereelamu;Pajusi;Kauru;26.114988;58.774143
1919-1945;uhepereelamu;Pajusi;Kauru;26.122633;58.770609
1981-1990;muu hoone;Pajusi;Kauru;26.088242;58.769630
enne 1919;uhepereelamu;Saare;Kiisli;26.925884;58.686609
1919-1945;uhepereelamu;Saare;Kiisli;26.928187;58.688488
1919-1945;uhepereelamu;Saare;Kiisli;26.929335;58.685928
1919-1945;uhepereelamu;Saare;Kiisli;26.939844;58.683343
enne 1919;uhepereelamu;Saare;Kiisli;26.941232;58.683617
enne 1919;uhepereelamu;Saare;Kiisli;26.942806;58.686125
1919-1945;uhepereelamu;Saare;Kiisli;26.944933;58.688210
ehitusaeg teadmata;uhepereelamu;Saare;Kiisli;26.934868;58.696051
enne 1919;uhepereelamu;Saare;Kiisli;26.932095;58.690934
enne 1919;uhepereelamu;Saare;Kiisli;26.954414;58.691273
1919-1945;uhepereelamu;Saare;Kiisli;26.952748;58.688907
enne 1919;uhepereelamu;Saare;Kiisli;26.930116;58.681206
1919-1945;uhepereelamu;Saare;Kiisli;26.914555;58.685198
1919-1945;uhepereelamu;Saare;Kiisli;26.914430;58.684936
1919-1945;uhepereelamu;Saare;Kiisli;26.910674;58.686657
enne 1919;muu vaikeelamu;Saare;Kiisli;26.917505;58.679691
enne 1919;uhepereelamu;Saare;Kiisli;26.917514;58.682125
1919-1945;uhepereelamu;Saare;Kiisli;26.915904;58.681559
enne 1919;uhepereelamu;Saare;Kiisli;26.900260;58.685670
enne 1919;uhepereelamu;Saare;Kiisli;26.903152;58.689971
1919-1945;uhepereelamu;Saare;Kiisli;26.905057;58.691753
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.330458;58.576354
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.331850;58.576109
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.340273;58.587095
1919-1945;uhepereelamu;Puurmani;Kirikuvalla;26.346740;58.590157
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.344343;58.585196
1919-1945;uhepereelamu;Puurmani;Kirikuvalla;26.350469;58.585929
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.351251;58.585538
1919-1945;uhepereelamu;Puurmani;Kirikuvalla;26.364019;58.573562
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.367969;58.573768
1919-1945;uhepereelamu;Puurmani;Kirikuvalla;26.351822;58.568683
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.342013;58.577091
1919-1945;uhepereelamu;Puurmani;Kirikuvalla;26.337021;58.574469
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.331623;58.571153
1991-1995;uhepereelamu;Puurmani;Kirikuvalla;26.325378;58.576640
1981-1990;uhepereelamu;Puurmani;Kirikuvalla;26.317419;58.571177
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.315688;58.570741
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.318241;58.582303
1919-1945;uhepereelamu;Puurmani;Kirikuvalla;26.307554;58.577302
enne 1919;uhepereelamu;Puurmani;Kirikuvalla;26.308941;58.569884
1919-1945;uhepereelamu;Pala;Kirtsi;26.960336;58.676681
ehitusaeg teadmata;uhepereelamu;Pala;Kirtsi;26.960730;58.679009
enne 1919;uhepereelamu;Pala;Kirtsi;26.971405;58.678453
1991-1995;uhepereelamu;Pala;Kirtsi;26.973494;58.677803
1919-1945;uhepereelamu;Pala;Kirtsi;26.974434;58.677368
enne 1919;uhepereelamu;Pala;Kirtsi;26.953300;58.683337
ehitusaeg teadmata;uhepereelamu;Pala;Kirtsi;26.941258;58.677011
ehitusaeg teadmata;uhepereelamu;Pala;Kirtsi;26.940447;58.676634
1946-1960;uhepereelamu;Pala;Kirtsi;26.943322;58.676055
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.561620;58.768277
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.563913;58.771804
1946-1960;uhepereelamu;Jogeva;Kivijarve;26.560874;58.774985
1981-1990;uhepereelamu;Jogeva;Kivijarve;26.550636;58.777452
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.570506;58.768235
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.572990;58.767225
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.573947;58.771760
ehitusaeg teadmata;uhepereelamu;Jogeva;Kivijarve;26.570975;58.772993
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.576369;58.769907
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.581009;58.767729
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.580751;58.772977
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.585979;58.768088
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.583440;58.773031
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.588397;58.769221
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.590604;58.768148
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.589369;58.770400
1946-1960;uhepereelamu;Jogeva;Kivijarve;26.564801;58.767459
1946-1960;uhepereelamu;Jogeva;Kivijarve;26.564975;58.766831
ehitusaeg teadmata;uhepereelamu;Jogeva;Kivijarve;26.565175;58.766211
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.565536;58.765473
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.564988;58.762501
ehitusaeg teadmata;uhepereelamu;Jogeva;Kivijarve;26.575241;58.762238
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.566546;58.760256
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.567394;58.759025
1946-1960;uhepereelamu;Jogeva;Kivijarve;26.566951;58.758536
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.570076;58.755971
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.563072;58.754003
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.563836;58.751554
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.566461;58.749197
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.566013;58.747665
enne 1919;uhepereelamu;Jogeva;Kivijarve;26.566122;58.746966
1919-1945;uhepereelamu;Jogeva;Kivijarve;26.561877;58.768959
ehitusaeg teadmata;muu vaikeelamu;Jogeva;Kivijarve;26.561940;58.756240
1919-1945;uhepereelamu;Palamuse;Kivimae;26.603949;58.669199
enne 1919;uhepereelamu;Palamuse;Kivimae;26.603779;58.669876
enne 1919;uhepereelamu;Palamuse;Kivimae;26.608430;58.665254
1919-1945;uhepereelamu;Palamuse;Kivimae;26.611738;58.665987
1919-1945;uhepereelamu;Palamuse;Kivimae;26.615089;58.664337
1919-1945;uhepereelamu;Palamuse;Kivimae;26.618818;58.661998
enne 1919;uhepereelamu;Palamuse;Kivimae;26.619723;58.662428
1946-1960;uhepereelamu;Palamuse;Kivimae;26.596598;58.666742
1919-1945;uhepereelamu;Palamuse;Kivimae;26.596384;58.669047
enne 1919;uhepereelamu;Palamuse;Kivimae;26.596808;58.669568
1981-1990;uhepereelamu;Palamuse;Kivimae;26.594737;58.670859
enne 1919;uhepereelamu;Palamuse;Kivimae;26.592111;58.673508
1946-1960;uhepereelamu;Palamuse;Kivimae;26.594487;58.676290
1919-1945;uhepereelamu;Palamuse;Kivimae;26.584616;58.675968
enne 1919;uhepereelamu;Palamuse;Kivimae;26.583716;58.675304
enne 1919;uhepereelamu;Pala;Kodavere;27.134567;58.701555
enne 1919;uhepereelamu;Pala;Kodavere;27.134204;58.701466
enne 1919;uhepereelamu;Pala;Kodavere;27.135370;58.704573
1961-1970;uhepereelamu;Pala;Kodavere;27.132999;58.705737
1961-1970;uhepereelamu;Pala;Kodavere;27.128311;58.708700
enne 1919;muu vaikeelamu;Pala;Kodavere;27.126484;58.710038
ehitusaeg teadmata;uhepereelamu;Pala;Kodavere;27.139744;58.694738
1981-1990;uhepereelamu;Pala;Kodavere;27.141099;58.694834
enne 1919;uhepereelamu;Pala;Kodavere;27.140469;58.694226
enne 1919;uhepereelamu;Pala;Kodavere;27.142150;58.694041
1919-1945;uhepereelamu;Pala;Kodavere;27.141890;58.693661
enne 1919;muu vaikeelamu;Pala;Kodavere;27.142558;58.693330
enne 1919;uhepereelamu;Pala;Kodavere;27.138609;58.691619
ehitusaeg teadmata;uhepereelamu;Pala;Kodavere;27.142741;58.692857
ehitusaeg teadmata;uhepereelamu;Pala;Kodavere;27.141804;58.692073
enne 1919;uhepereelamu;Pala;Kodavere;27.140342;58.691631
ehitusaeg teadmata;uhepereelamu;Pala;Kodavere;27.143877;58.691010
ehitusaeg teadmata;uhepereelamu;Pala;Kodavere;27.144336;58.692289
enne 1919;uhepereelamu;Pala;Kodavere;27.145345;58.692992
1919-1945;elukorteri(te)ga mitteelamu;Pala;Kodavere;27.144516;58.693466
1919-1945;uhepereelamu;Pala;Kodavere;27.150423;58.696926
ehitusaeg teadmata;uhepereelamu;Pala;Kodavere;27.153025;58.692441
enne 1919;uhepereelamu;Pala;Kodavere;27.148095;58.685084
enne 1919;uhepereelamu;Pala;Kodavere;27.148752;58.685597
1919-1945;uhepereelamu;Pala;Kodavere;27.149648;58.686532
enne 1919;uhepereelamu;Pala;Kodavere;27.150489;58.686826
1946-1960;uhepereelamu;Pala;Kodavere;27.150848;58.685177
ehitusaeg teadmata;uhepereelamu;Pala;Kodavere;27.152383;58.684134
enne 1919;uhepereelamu;Pala;Kodavere;27.153030;58.683429
enne 1919;uhepereelamu;Pala;Kodavere;27.153661;58.681401
enne 1919;uhepereelamu;Pala;Kodavere;27.152270;58.681749
ehitus pooleli;uhepereelamu;Pala;Kodavere;27.146090;58.684521
1919-1945;uhepereelamu;Torma;Kodismaa;26.591574;58.843459
enne 1919;uhepereelamu;Torma;Kodismaa;26.591600;58.843805
1919-1945;uhepereelamu;Torma;Kodismaa;26.591081;58.844202
enne 1919;uhepereelamu;Torma;Kodismaa;26.591572;58.844480
1919-1945;uhepereelamu;Torma;Kodismaa;26.591910;58.844819
enne 1919;uhepereelamu;Torma;Kodismaa;26.591942;58.845245
1919-1945;uhepereelamu;Torma;Kodismaa;26.591456;58.845578
1919-1945;uhepereelamu;Torma;Kodismaa;26.591992;58.845914
enne 1919;uhepereelamu;Torma;Kodismaa;26.591472;58.846293
enne 1919;uhepereelamu;Torma;Kodismaa;26.592127;58.846642
enne 1919;uhepereelamu;Torma;Kodismaa;26.593061;58.847092
1919-1945;uhepereelamu;Torma;Kodismaa;26.591933;58.847235
1981-1990;uhepereelamu;Torma;Kodismaa;26.592331;58.847838
1971-1980;uhepereelamu;Torma;Kodismaa;26.592530;58.848970
1981-1990;uhepereelamu;Torma;Kodismaa;26.591141;58.850356
1919-1945;uhepereelamu;Torma;Kodismaa;26.590524;58.841613
1919-1945;uhepereelamu;Torma;Kodismaa;26.589010;58.840977
ehitusaeg teadmata;uhepereelamu;Torma;Kodismaa;26.588933;58.839933
1919-1945;uhepereelamu;Torma;Kodismaa;26.589678;58.838614
1919-1945;uhepereelamu;Torma;Kodismaa;26.591726;58.838188
enne 1919;uhepereelamu;Torma;Kodismaa;26.591407;58.837179
1946-1960;uhepereelamu;Torma;Koimula;26.638570;58.823211
enne 1919;uhepereelamu;Torma;Koimula;26.638077;58.823599
enne 1919;uhepereelamu;Torma;Koimula;26.636620;58.823628
enne 1919;uhepereelamu;Torma;Koimula;26.635258;58.823547
1991-1995;uhepereelamu;Torma;Koimula;26.634075;58.824439
ehitusaeg teadmata;muu vaikeelamu;Torma;Koimula;26.638490;58.825337
1919-1945;uhepereelamu;Torma;Koimula;26.641210;58.823915
1919-1945;uhepereelamu;Torma;Koimula;26.639404;58.822487
1946-1960;uhepereelamu;Torma;Koimula;26.638944;58.821419
1946-1960;uhepereelamu;Torma;Koimula;26.641188;58.821177
enne 1919;uhepereelamu;Torma;Koimula;26.643762;58.820342
ehitusaeg teadmata;uhepereelamu;Torma;Koimula;26.644384;58.818564
enne 1919;uhepereelamu;Torma;Koimula;26.646714;58.819495
1919-1945;uhepereelamu;Torma;Koimula;26.651920;58.816064
1946-1960;uhepereelamu;Torma;Koimula;26.650325;58.814919
1919-1945;uhepereelamu;Torma;Koimula;26.650861;58.814513
1981-1990;uhepereelamu;Torma;Koimula;26.653565;58.812037
enne 1919;uhepereelamu;Torma;Koimula;26.633940;58.822658
1919-1945;uhepereelamu;Torma;Koimula;26.625604;58.824431
ehitusaeg teadmata;uhepereelamu;Torma;Koimula;26.619703;58.823670
1919-1945;uhepereelamu;Pala;Kokanurga;26.985665;58.706809
1961-1970;uhepereelamu;Pala;Kokanurga;26.986681;58.707757
1919-1945;uhepereelamu;Pala;Kokanurga;26.976082;58.703867
enne 1919;uhepereelamu;Pala;Kokanurga;26.999451;58.706975
ehitusaeg teadmata;uhepereelamu;Pala;Kokanurga;26.998621;58.710886
enne 1919;uhepereelamu;Pala;Kokanurga;26.988151;58.713577
enne 1919;uhepereelamu;Pala;Kokanurga;26.989530;58.713783
enne 1919;uhepereelamu;Pala;Kokanurga;26.988220;58.714380
1919-1945;uhepereelamu;Pala;Kokanurga;26.988572;58.715315
1946-1960;uhepereelamu;Pala;Kokanurga;26.986449;58.714893
1919-1945;uhepereelamu;Pala;Kokanurga;26.987708;58.715808
enne 1919;muu vaikeelamu;Pala;Kokanurga;26.980451;58.716770
1919-1945;uhepereelamu;Pala;Kokanurga;26.992104;58.719296
enne 1919;uhepereelamu;Pala;Kokanurga;26.999303;58.716090
1919-1945;uhepereelamu;Pala;Kokanurga;26.996864;58.720282
1919-1945;muu vaikeelamu;Pala;Kokanurga;27.002230;58.703998
1919-1945;uhepereelamu;Pala;Kokanurga;27.002963;58.704341
enne 1919;uhepereelamu;Pala;Kokanurga;26.963813;58.705130
1919-1945;uhepereelamu;Pala;Kokanurga;26.963309;58.704648
1919-1945;uhepereelamu;Pala;Kokanurga;26.959199;58.708516
1996 või hiljem;uhepereelamu;Pala;Kokanurga;26.954851;58.706792
ehitusaeg teadmata;uhepereelamu;Pala;Kokanurga;26.948579;58.704384
enne 1919;uhepereelamu;Pala;Kokanurga;26.984326;58.699647
1919-1945;uhepereelamu;Tabivere;Koogi;26.496432;58.570947
ehitusaeg teadmata;hoone liik teadmata;Tabivere;Koogi;26.497815;58.570578
1961-1970;uhepereelamu;Tabivere;Koogi;26.501595;58.572455
1961-1970;uhepereelamu;Tabivere;Koogi;26.502202;58.572784
