FID;build_time;build_type;municipality;settl_unit;lon;lat
1611;ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.331864;58.749666
1612;1919-1945;uhepereelamu;Jogeva;Kurista;26.332440;58.749818
1613;1919-1945;uhepereelamu;Jogeva;Kurista;26.333412;58.749764
1614;1919-1945;uhepereelamu;Jogeva;Kurista;26.333989;58.749874
1615;1919-1945;uhepereelamu;Jogeva;Kurista;26.335213;58.749494
1616;1919-1945;uhepereelamu;Jogeva;Kurista;26.333039;58.750516
1617;1919-1945;uhepereelamu;Jogeva;Kurista;26.334183;58.750509
1618;1981-1990;uhepereelamu;Jogeva;Kurista;26.337691;58.749363
1619;1961-1970;uhepereelamu;Jogeva;Kurista;26.342632;58.748780
1620;1919-1945;uhepereelamu;Jogeva;Kurista;26.346267;58.750676
1621;1919-1945;uhepereelamu;Jogeva;Kurista;26.331642;58.752603
1622;1919-1945;uhepereelamu;Jogeva;Kurista;26.333207;58.753837
1623;1919-1945;uhepereelamu;Jogeva;Kurista;26.334270;58.756549
1624;1919-1945;uhepereelamu;Jogeva;Kurista;26.339092;58.755998
1625;1919-1945;uhepereelamu;Jogeva;Kurista;26.333795;58.757312
1626;enne 1919;muu vaikeelamu;Jogeva;Kurista;26.334973;58.758373
1627;1946-1960;uhepereelamu;Jogeva;Kurista;26.332915;58.760203
1628;1946-1960;muu vaikeelamu;Jogeva;Kurista;26.332996;58.760605
1629;1946-1960;muu vaikeelamu;Jogeva;Kurista;26.332931;58.760821
1630;1961-1970;uhepereelamu;Jogeva;Kurista;26.332680;58.761428
1631;1961-1970;uhepereelamu;Jogeva;Kurista;26.333268;58.761490
1632;1971-1980;paljukorteriline elamu;Jogeva;Kurista;26.332891;58.761802
1633;1981-1990;paljukorteriline elamu;Jogeva;Kurista;26.333186;58.762112
1634;1981-1990;paljukorteriline elamu;Jogeva;Kurista;26.331463;58.761643
1635;1961-1970;uhepereelamu;Jogeva;Kurista;26.330966;58.762425
1636;1961-1970;muu vaikeelamu;Jogeva;Kurista;26.330365;58.762292
1637;1961-1970;uhepereelamu;Jogeva;Kurista;26.329846;58.762230
1638;1919-1945;uhepereelamu;Jogeva;Kurista;26.330295;58.761804
1639;1971-1980;uhepereelamu;Jogeva;Kurista;26.328420;58.762732
1640;1971-1980;uhepereelamu;Jogeva;Kurista;26.328565;58.763016
1641;1981-1990;uhepereelamu;Jogeva;Kurista;26.328802;58.763358
1642;1981-1990;uhepereelamu;Jogeva;Kurista;26.328914;58.763743
1643;1981-1990;uhepereelamu;Jogeva;Kurista;26.329127;58.764241
1644;1971-1980;uhepereelamu;Jogeva;Kurista;26.330377;58.764605
1645;1981-1990;uhepereelamu;Jogeva;Kurista;26.329770;58.763925
1646;1971-1980;muu vaikeelamu;Jogeva;Kurista;26.330473;58.763826
1647;1971-1980;uhepereelamu;Jogeva;Kurista;26.331080;58.763788
1648;1971-1980;uhepereelamu;Jogeva;Kurista;26.331589;58.763739
1649;1971-1980;uhepereelamu;Jogeva;Kurista;26.330133;58.763568
1650;1971-1980;uhepereelamu;Jogeva;Kurista;26.329736;58.763279
1651;1971-1980;uhepereelamu;Jogeva;Kurista;26.329248;58.763050
1652;1961-1970;uhepereelamu;Jogeva;Kurista;26.330659;58.762791
1653;1981-1990;hoone liik teadmata;Jogeva;Kurista;26.331178;58.762897
1654;1919-1945;uhepereelamu;Jogeva;Kurista;26.334898;58.764088
1655;1919-1945;uhepereelamu;Jogeva;Kurista;26.334075;58.765936
1656;1919-1945;uhepereelamu;Jogeva;Kurista;26.332784;58.766880
1657;1919-1945;uhepereelamu;Jogeva;Kurista;26.342398;58.761212
1658;1981-1990;uhepereelamu;Jogeva;Kurista;26.329908;58.765809
1659;1981-1990;uhepereelamu;Jogeva;Kurista;26.329280;58.766785
1660;1991-1995;uhepereelamu;Jogeva;Kurista;26.334657;58.771207
1661;1919-1945;uhepereelamu;Jogeva;Kurista;26.328074;58.746087
1662;ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.330203;58.743362
1663;1919-1945;uhepereelamu;Jogeva;Kurista;26.337789;58.741573
1664;1961-1970;uhepereelamu;Jogeva;Kurista;26.332101;58.738634
1665;1919-1945;uhepereelamu;Jogeva;Kurista;26.333844;58.738400
1666;1991-1995;uhepereelamu;Jogeva;Kurista;26.325328;58.736134
1667;enne 1919;uhepereelamu;Jogeva;Kurista;26.325523;58.734352
1668;1981-1990;uhepereelamu;Jogeva;Kurista;26.325969;58.734258
1669;1946-1960;uhepereelamu;Jogeva;Kurista;26.313892;58.727954
1670;1996 voi hiljem;uhepereelamu;Jogeva;Kurista;26.310286;58.727757
1671;ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.310765;58.727484
1672;ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.316180;58.725599
1673;1919-1945;uhepereelamu;Jogeva;Kurista;26.326246;58.725643
1674;enne 1919;uhepereelamu;Jogeva;Kurista;26.323660;58.723681
1675;enne 1919;uhepereelamu;Jogeva;Kurista;26.325065;58.721217
1676;enne 1919;uhepereelamu;Jogeva;Kurista;26.324311;58.720284
1677;ehitusaeg teadmata;uhepereelamu;Jogeva;Kurista;26.327020;58.713501
1678;1996 voi hiljem;uhepereelamu;Jogeva;Kurista;26.289562;58.734551
1679;1981-1990;uhepereelamu;Jogeva;Kurista;26.289956;58.734282
1680;1919-1945;uhepereelamu;Jogeva;Kurista;26.323893;58.747560
1681;1919-1945;uhepereelamu;Jogeva;Kurista;26.324437;58.748255
1682;1919-1945;muu vaikeelamu;Jogeva;Kurista;26.322485;58.752180
1683;enne 1919;muu vaikeelamu;Jogeva;Kurista;26.328949;58.730328
1684;1919-1945;uhepereelamu;Puurmani;Kursi;26.343093;58.595282
1685;1919-1945;uhepereelamu;Puurmani;Kursi;26.341846;58.595969
1686;1919-1945;uhepereelamu;Puurmani;Kursi;26.342008;58.597358
1687;1919-1945;uhepereelamu;Puurmani;Kursi;26.342937;58.602229
1688;enne 1919;muu vaikeelamu;Puurmani;Kursi;26.349931;58.598454
1689;ehitusaeg teadmata;uhepereelamu;Puurmani;Kursi;26.352131;58.603040
1690;1919-1945;uhepereelamu;Puurmani;Kursi;26.351678;58.604482
1691;ehitusaeg teadmata;uhepereelamu;Puurmani;Kursi;26.342467;58.592347
1692;1919-1945;uhepereelamu;Puurmani;Kursi;26.343744;58.592413
1693;enne 1919;muu vaikeelamu;Puurmani;Kursi;26.344225;58.592404
1694;enne 1919;uhepereelamu;Puurmani;Kursi;26.347029;58.592388
1695;1971-1980;uhepereelamu;Puurmani;Kursi;26.348564;58.592424
1696;1946-1960;uhepereelamu;Puurmani;Kursi;26.350153;58.592547
1697;1961-1970;paljukorteriline elamu;Puurmani;Kursi;26.348343;58.593757
1698;1919-1945;uhepereelamu;Puurmani;Kursi;26.354040;58.595045
1699;1946-1960;uhepereelamu;Puurmani;Kursi;26.356090;58.596598
1700;1919-1945;uhepereelamu;Puurmani;Kursi;26.358316;58.594428
1701;1919-1945;uhepereelamu;Puurmani;Kursi;26.362758;58.596224
1702;1919-1945;uhepereelamu;Puurmani;Kursi;26.337138;58.592982
1703;enne 1919;uhepereelamu;Puurmani;Kursi;26.336392;58.593660
1704;1919-1945;uhepereelamu;Puurmani;Kursi;26.333133;58.595877
1705;ehitusaeg teadmata;uhepereelamu;Puurmani;Kursi;26.331989;58.593202
1706;1919-1945;uhepereelamu;Puurmani;Kursi;26.352072;58.594574
1707;enne 1919;uhepereelamu;Tabivere;Kodukula;26.532594;58.559654
1708;1919-1945;uhepereelamu;Tabivere;Kodukula;26.533694;58.558923
1709;enne 1919;uhepereelamu;Tabivere;Kodukula;26.536227;58.560229
1710;1919-1945;uhepereelamu;Tabivere;Kodukula;26.536398;58.560621
1711;ehitusaeg teadmata;uhepereelamu;Tabivere;Kodukula;26.537677;58.560133
1712;enne 1919;uhepereelamu;Tabivere;Kodukula;26.539481;58.560022
1713;ehitusaeg teadmata;uhepereelamu;Tabivere;Kodukula;26.539039;58.559375
1714;1919-1945;uhepereelamu;Tabivere;Kodukula;26.539310;58.559063
1715;1919-1945;uhepereelamu;Tabivere;Kodukula;26.545747;58.558684
1716;enne 1919;uhepereelamu;Tabivere;Kodukula;26.547645;58.556877
1717;enne 1919;uhepereelamu;Tabivere;Kodukula;26.529235;58.557393
1718;enne 1919;uhepereelamu;Tabivere;Kodukula;26.536325;58.553920
1719;1919-1945;uhepereelamu;Tabivere;Kodukula;26.526989;58.561077
1720;1919-1945;uhepereelamu;Tabivere;Kodukula;26.516885;58.553494
1721;enne 1919;uhepereelamu;Tabivere;Kodukula;26.525779;58.561702
1722;enne 1919;uhepereelamu;Tabivere;Kodukula;26.511450;58.565470
1723;enne 1919;uhepereelamu;Tabivere;Kodukula;26.512274;58.566163
1724;enne 1919;uhepereelamu;Tabivere;Kodukula;26.514148;58.567842
1725;1919-1945;uhepereelamu;Tabivere;Kodukula;26.509083;58.566437
1726;ehitus pooleli;uhepereelamu;Tabivere;Kodukula;26.512506;58.569393
1727;1919-1945;uhepereelamu;Torma;Konnu;26.810863;58.834989
1728;1919-1945;uhepereelamu;Torma;Konnu;26.800029;58.833777
1729;1946-1960;uhepereelamu;Torma;Konnu;26.799408;58.834577
1730;1946-1960;uhepereelamu;Torma;Konnu;26.799012;58.835364
1731;1946-1960;uhepereelamu;Torma;Konnu;26.798425;58.836521
1732;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.797676;58.837867
1733;1946-1960;uhepereelamu;Torma;Konnu;26.796695;58.838689
1734;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.794674;58.839559
1735;1919-1945;uhepereelamu;Torma;Konnu;26.798598;58.839379
1736;enne 1919;uhepereelamu;Torma;Konnu;26.798716;58.840203
1737;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.801090;58.834663
1738;1961-1970;uhepereelamu;Torma;Konnu;26.802720;58.835068
1739;1919-1945;uhepereelamu;Torma;Konnu;26.803661;58.835250
1740;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.805518;58.836112
1741;enne 1919;uhepereelamu;Torma;Konnu;26.806853;58.836163
1742;1946-1960;paljukorteriline elamu;Torma;Konnu;26.808941;58.836972
1743;enne 1919;uhepereelamu;Torma;Konnu;26.808976;58.837551
1744;enne 1919;uhepereelamu;Torma;Konnu;26.805753;58.837706
1745;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.806428;58.838824
1746;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.806821;58.839772
1747;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.803755;58.849570
1748;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.806131;58.850704
1749;1919-1945;uhepereelamu;Torma;Konnu;26.817451;58.838580
1750;enne 1919;uhepereelamu;Torma;Konnu;26.822153;58.844758
1751;enne 1919;uhepereelamu;Torma;Konnu;26.825078;58.840579
1752;1946-1960;uhepereelamu;Torma;Konnu;26.824096;58.839998
1753;1919-1945;uhepereelamu;Torma;Konnu;26.822173;58.836419
1754;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.820805;58.834872
1755;1946-1960;uhepereelamu;Torma;Konnu;26.812859;58.832892
1756;1961-1970;paljukorteriline elamu;Torma;Konnu;26.809947;58.834375
1757;1981-1990;uhepereelamu;Torma;Konnu;26.808729;58.835018
1758;1981-1990;uhepereelamu;Torma;Konnu;26.807723;58.835071
1759;1919-1945;elukorteri(te)ga mitteelamu;Torma;Konnu;26.808850;58.835982
1760;enne 1919;uhepereelamu;Torma;Konnu;26.803961;58.829510
1761;enne 1919;uhepereelamu;Torma;Konnu;26.802823;58.826102
1762;1946-1960;uhepereelamu;Torma;Konnu;26.807031;58.821239
1763;enne 1919;uhepereelamu;Torma;Konnu;26.808073;58.823454
1764;1919-1945;uhepereelamu;Torma;Konnu;26.818772;58.817264
1765;1996 voi hiljem;uhepereelamu;Torma;Konnu;26.820269;58.821553
1766;enne 1919;uhepereelamu;Torma;Konnu;26.816019;58.815239
1767;1919-1945;uhepereelamu;Torma;Konnu;26.815446;58.811666
1768;1919-1945;uhepereelamu;Torma;Konnu;26.811395;58.811314
1769;1946-1960;uhepereelamu;Torma;Konnu;26.812636;58.808897
1770;1919-1945;uhepereelamu;Torma;Konnu;26.800299;58.812597
1771;1961-1970;uhepereelamu;Torma;Konnu;26.793258;58.832123
1772;1996 voi hiljem;uhepereelamu;Torma;Konnu;26.790310;58.831517
1773;1919-1945;uhepereelamu;Torma;Konnu;26.786807;58.830473
1774;1919-1945;uhepereelamu;Torma;Konnu;26.783312;58.829956
1775;1991-1995;uhepereelamu;Torma;Konnu;26.782123;58.830075
1776;1971-1980;uhepereelamu;Torma;Konnu;26.780467;58.830313
1777;1919-1945;uhepereelamu;Torma;Konnu;26.774362;58.832983
1778;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.772918;58.832861
1779;1919-1945;uhepereelamu;Torma;Konnu;26.773814;58.829711
1780;ehitusaeg teadmata;uhepereelamu;Torma;Konnu;26.771005;58.830521
1781;1919-1945;uhepereelamu;Torma;Konnu;26.766870;58.832694
1782;1919-1945;uhepereelamu;Torma;Konnu;26.776499;58.834569
1783;enne 1919;uhepereelamu;Torma;Konnu;26.774727;58.836336
1784;enne 1919;muu vaikeelamu;Torma;Konnu;26.775084;58.837173
1785;1919-1945;uhepereelamu;Torma;Konnu;26.781178;58.842069
1786;1919-1945;uhepereelamu;Torma;Konnu;26.784443;58.843634
1787;1919-1945;uhepereelamu;Torma;Konnu;26.810851;58.834980
1788;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.442210;58.537243
1789;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.441731;58.543959
1790;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.445333;58.542840
1791;enne 1919;uhepereelamu;Tabivere;Konnujoe;26.455360;58.541480
1792;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.457178;58.540232
1793;ehitusaeg teadmata;uhepereelamu;Tabivere;Konnujoe;26.462334;58.540241
1794;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.460340;58.543154
1795;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.462862;58.544552
1796;ehitusaeg teadmata;uhepereelamu;Tabivere;Konnujoe;26.474800;58.538841
1797;ehitusaeg teadmata;uhepereelamu;Tabivere;Konnujoe;26.470449;58.535656
1798;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.480335;58.538178
1799;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.463871;58.550121
1800;enne 1919;uhepereelamu;Tabivere;Konnujoe;26.470723;58.551480
1801;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.455241;58.554769
1802;1919-1945;uhepereelamu;Tabivere;Konnujoe;26.481986;58.549602
1803;1919-1945;uhepereelamu;Jogeva;Koola;26.322175;58.828965
1804;1919-1945;uhepereelamu;Jogeva;Koola;26.324152;58.831779
1805;1919-1945;uhepereelamu;Jogeva;Koola;26.327607;58.832161
1806;1919-1945;uhepereelamu;Jogeva;Koola;26.327596;58.837219
1807;ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.327316;58.837753
1808;enne 1919;uhepereelamu;Jogeva;Koola;26.327911;58.838107
1809;enne 1919;uhepereelamu;Jogeva;Koola;26.318227;58.851167
1810;enne 1919;uhepereelamu;Jogeva;Koola;26.314450;58.826203
1811;1919-1945;uhepereelamu;Jogeva;Koola;26.314037;58.829642
1812;1919-1945;uhepereelamu;Jogeva;Koola;26.307530;58.832476
1813;1919-1945;uhepereelamu;Jogeva;Koola;26.305891;58.834364
1814;1946-1960;uhepereelamu;Jogeva;Koola;26.303597;58.839858
1815;ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.318156;58.823348
1816;enne 1919;uhepereelamu;Jogeva;Koola;26.320075;58.822675
1817;1919-1945;uhepereelamu;Jogeva;Koola;26.323017;58.821836
1818;1919-1945;uhepereelamu;Jogeva;Koola;26.325773;58.820300
1819;ehitusaeg teadmata;muu vaikeelamu;Jogeva;Koola;26.337608;58.819947
1820;enne 1919;uhepereelamu;Jogeva;Koola;26.338430;58.820871
1821;1991-1995;uhepereelamu;Jogeva;Koola;26.344390;58.824329
1822;ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.343419;58.819195
1823;ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.344487;58.819342
1824;1919-1945;uhepereelamu;Jogeva;Koola;26.343984;58.819059
1825;1919-1945;uhepereelamu;Jogeva;Koola;26.350027;58.818432
1826;enne 1919;uhepereelamu;Jogeva;Koola;26.350895;58.817999
1827;enne 1919;uhepereelamu;Jogeva;Koola;26.348839;58.820534
1828;enne 1919;uhepereelamu;Jogeva;Koola;26.349795;58.820597
1829;enne 1919;uhepereelamu;Jogeva;Koola;26.348080;58.822206
1830;ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.354587;58.814536
1831;ehitusaeg teadmata;uhepereelamu;Jogeva;Koola;26.339828;58.818097
1832;enne 1919;uhepereelamu;Jogeva;Koola;26.336132;58.818164
1833;1919-1945;uhepereelamu;Jogeva;Koola;26.334838;58.818354
1834;1919-1945;uhepereelamu;Jogeva;Koola;26.317177;58.826288
1835;enne 1919;uhepereelamu;Jogeva;Koola;26.345101;58.826531
1836;1946-1960;uhepereelamu;Pajusi;Kopu;26.244023;58.750770
1837;enne 1919;uhepereelamu;Pajusi;Kopu;26.241893;58.751374
1838;1919-1945;uhepereelamu;Pajusi;Kopu;26.243952;58.755145
1839;enne 1919;uhepereelamu;Pajusi;Kopu;26.239844;58.755901
1840;ehitus pooleli;uhepereelamu;Pajusi;Kopu;26.236306;58.757000
1841;enne 1919;uhepereelamu;Pajusi;Kopu;26.243675;58.762217
1842;ehitus pooleli;uhepereelamu;Pajusi;Kopu;26.241386;58.763101
1843;enne 1919;uhepereelamu;Pajusi;Kopu;26.241268;58.764037
1844;ehitusaeg teadmata;uhepereelamu;Pajusi;Kopu;26.241560;58.765810
1845;1919-1945;uhepereelamu;Pajusi;Kopu;26.228720;58.773623
1846;ehitusaeg teadmata;uhepereelamu;Pajusi;Kopu;26.224256;58.774365
1847;1919-1945;uhepereelamu;Pajusi;Kopu;26.257524;58.750535
1848;ehitusaeg teadmata;uhepereelamu;Pajusi;Kopu;26.256057;58.755716
1849;1919-1945;uhepereelamu;Pajusi;Kopu;26.260369;58.747207
1850;1971-1980;uhepereelamu;Pajusi;Kopu;26.243191;58.749096
1851;enne 1919;uhepereelamu;Pajusi;Kopu;26.241508;58.748191
1852;1981-1990;uhepereelamu;Pajusi;Kopu;26.245179;58.743627
1853;ehitusaeg teadmata;uhepereelamu;Pajusi;Kopu;26.245475;58.742589
1854;1919-1945;uhepereelamu;Pajusi;Kopu;26.256691;58.743238
1855;1991-1995;uhepereelamu;Pajusi;Kopu;26.252580;58.744274
1856;1991-1995;uhepereelamu;Pajusi;Kopu;26.252205;58.745252
1857;1919-1945;uhepereelamu;Tabivere;Korenduse;26.722601;58.610598
1858;enne 1919;uhepereelamu;Tabivere;Korenduse;26.712555;58.619431
1859;enne 1919;uhepereelamu;Tabivere;Korenduse;26.712055;58.620224
1860;enne 1919;uhepereelamu;Tabivere;Korenduse;26.711913;58.620821
1861;1961-1970;uhepereelamu;Tabivere;Korenduse;26.711022;58.621422
1862;1971-1980;uhepereelamu;Tabivere;Korenduse;26.706363;58.619464
1863;enne 1919;uhepereelamu;Tabivere;Korenduse;26.704481;58.621858
1864;1919-1945;uhepereelamu;Tabivere;Korenduse;26.696495;58.627910
1865;enne 1919;uhepereelamu;Tabivere;Korenduse;26.699885;58.630490
1866;1919-1945;uhepereelamu;Tabivere;Korenduse;26.696675;58.632714
1867;1919-1945;uhepereelamu;Tabivere;Korenduse;26.692765;58.635635
1868;ehitusaeg teadmata;uhepereelamu;Tabivere;Korenduse;26.693095;58.635035
1869;1919-1945;uhepereelamu;Pajusi;Korkkula;25.975427;58.794479
1870;enne 1919;uhepereelamu;Pajusi;Korkkula;25.975345;58.796367
1871;enne 1919;uhepereelamu;Pajusi;Korkkula;25.973477;58.798219
1872;enne 1919;uhepereelamu;Pajusi;Korkkula;25.972207;58.799918
1873;enne 1919;uhepereelamu;Pajusi;Korkkula;25.970284;58.802337
1874;1919-1945;uhepereelamu;Pajusi;Korkkula;25.980483;58.803914
1875;1919-1945;uhepereelamu;Pajusi;Korkkula;25.979765;58.789482
1876;1919-1945;uhepereelamu;Pajusi;Korkkula;25.983684;58.792979
1877;1919-1945;uhepereelamu;Pajusi;Korkkula;25.990670;58.791345
1878;enne 1919;uhepereelamu;Pajusi;Korkkula;25.993499;58.790897
1879;ehitusaeg teadmata;uhepereelamu;Pajusi;Korkkula;25.997928;58.787882
1880;1971-1980;uhepereelamu;Pajusi;Korkkula;25.968470;58.788043
1881;1961-1970;uhepereelamu;Jogeva;Karde;26.281551;58.848742
1882;1946-1960;uhepereelamu;Jogeva;Karde;26.281684;58.848232
1883;1946-1960;uhepereelamu;Jogeva;Karde;26.282059;58.847969
1884;1981-1990;paljukorteriline elamu;Jogeva;Karde;26.282206;58.847540
1885;1971-1980;uhepereelamu;Jogeva;Karde;26.281788;58.846945
1886;1971-1980;uhepereelamu;Jogeva;Karde;26.282467;58.846975
1887;1971-1980;uhepereelamu;Jogeva;Karde;26.283146;58.847039
1888;1971-1980;muu vaikeelamu;Jogeva;Karde;26.284387;58.847201
1889;1971-1980;paljukorteriline elamu;Jogeva;Karde;26.283127;58.847893
1890;1961-1970;uhepereelamu;Jogeva;Karde;26.282772;58.848334
1891;1946-1960;muu vaikeelamu;Jogeva;Karde;26.282464;58.848546
1892;1919-1945;muu vaikeelamu;Jogeva;Karde;26.282084;58.850835
1893;1946-1960;uhepereelamu;Jogeva;Karde;26.279949;58.850522
1894;1919-1945;uhepereelamu;Jogeva;Karde;26.278755;58.853575
1895;1919-1945;uhepereelamu;Jogeva;Karde;26.286859;58.853809
1896;1919-1945;uhepereelamu;Jogeva;Karde;26.289436;58.856032
1897;1919-1945;uhepereelamu;Jogeva;Karde;26.289540;58.857400
1898;1919-1945;uhepereelamu;Jogeva;Karde;26.291188;58.857937
1899;1919-1945;uhepereelamu;Jogeva;Karde;26.294798;58.859103
1900;enne 1919;uhepereelamu;Jogeva;Karde;26.295939;58.858880
1901;1919-1945;uhepereelamu;Jogeva;Karde;26.295963;58.854555
1902;enne 1919;uhepereelamu;Jogeva;Karde;26.297093;58.853057
1903;1919-1945;uhepereelamu;Jogeva;Karde;26.295233;58.850876
1904;1919-1945;uhepereelamu;Jogeva;Karde;26.288030;58.839748
1905;1919-1945;uhepereelamu;Jogeva;Karde;26.271737;58.848573
1906;1919-1945;uhepereelamu;Jogeva;Karde;26.272299;58.847961
1907;1919-1945;uhepereelamu;Jogeva;Karde;26.267007;58.851307
1908;1919-1945;uhepereelamu;Jogeva;Karde;26.269842;58.846922
1909;1919-1945;uhepereelamu;Jogeva;Karde;26.271963;58.844962
1910;enne 1919;uhepereelamu;Jogeva;Karde;26.271238;58.844491
1911;1919-1945;uhepereelamu;Jogeva;Karde;26.270196;58.844405
1912;enne 1919;uhepereelamu;Jogeva;Karde;26.274417;58.842054
1913;1919-1945;uhepereelamu;Jogeva;Karde;26.270849;58.842409
1914;1919-1945;uhepereelamu;Jogeva;Karde;26.266588;58.844136
1915;1919-1945;uhepereelamu;Jogeva;Karde;26.264560;58.846032
1916;1919-1945;uhepereelamu;Jogeva;Karde;26.249715;58.842805
1917;enne 1919;uhepereelamu;Jogeva;Karde;26.280353;58.849679
1918;enne 1919;uhepereelamu;Tabivere;Karksi;26.640190;58.591741
1919;enne 1919;uhepereelamu;Tabivere;Karksi;26.637808;58.591655
1920;1919-1945;uhepereelamu;Tabivere;Karksi;26.637829;58.592832
1921;1919-1945;uhepereelamu;Tabivere;Karksi;26.632578;58.595805
1922;1919-1945;uhepereelamu;Tabivere;Karksi;26.629734;58.598255
1923;enne 1919;uhepereelamu;Tabivere;Karksi;26.625116;58.593397
1924;enne 1919;uhepereelamu;Tabivere;Karksi;26.625456;58.589420
1925;1919-1945;uhepereelamu;Tabivere;Karksi;26.628926;58.587048
1926;ehitusaeg teadmata;uhepereelamu;Tabivere;Karksi;26.619936;58.594105
1927;enne 1919;uhepereelamu;Tabivere;Karksi;26.618360;58.591883
1928;1919-1945;uhepereelamu;Tabivere;Karksi;26.615939;58.590584
1929;1919-1945;uhepereelamu;Tabivere;Karksi;26.624405;58.584823
1930;enne 1919;uhepereelamu;Tabivere;Karksi;26.611461;58.586605
1931;1919-1945;uhepereelamu;Tabivere;Karksi;26.616686;58.595286
1932;1919-1945;uhepereelamu;Tabivere;Karksi;26.608212;58.594991
2075;enne 1919;uhepereelamu;Puurmani;Laasme;26.294364;58.589963
2076;enne 1919;uhepereelamu;Puurmani;Laasme;26.286296;58.594499
2077;enne 1919;uhepereelamu;Puurmani;Laasme;26.290274;58.596360
2078;enne 1919;uhepereelamu;Puurmani;Laasme;26.281040;58.596479
2079;enne 1919;uhepereelamu;Puurmani;Laasme;26.278996;58.596013
2080;1919-1945;uhepereelamu;Puurmani;Laasme;26.288399;58.599529
2081;enne 1919;uhepereelamu;Puurmani;Laasme;26.293931;58.600437
2082;1946-1960;uhepereelamu;Puurmani;Laasme;26.300148;58.592365
2083;enne 1919;uhepereelamu;Puurmani;Laasme;26.304298;58.596820
2084;1919-1945;uhepereelamu;Puurmani;Laasme;26.306380;58.597869
2085;enne 1919;uhepereelamu;Puurmani;Laasme;26.304479;58.603257
2086;enne 1919;uhepereelamu;Puurmani;Laasme;26.317640;58.602858
2087;enne 1919;uhepereelamu;Puurmani;Laasme;26.320854;58.608761
2088;enne 1919;uhepereelamu;Puurmani;Laasme;26.320199;58.600172
2089;enne 1919;elukorteri(te)ga mitteelamu;Puurmani;Laasme;26.325697;58.598194
2090;enne 1919;uhepereelamu;Puurmani;Laasme;26.325959;58.597219
2091;enne 1919;uhepereelamu;Puurmani;Laasme;26.329944;58.598153
2092;enne 1919;uhepereelamu;Puurmani;Laasme;26.329945;58.594533
2093;ehitusaeg teadmata;uhepereelamu;Puurmani;Laasme;26.326789;58.590296
2094;1919-1945;uhepereelamu;Puurmani;Laasme;26.326470;58.589133
2095;1919-1945;uhepereelamu;Puurmani;Laasme;26.321209;58.588681
2096;1946-1960;uhepereelamu;Puurmani;Laasme;26.318228;58.587315
2097;1981-1990;uhepereelamu;Puurmani;Laasme;26.315965;58.583538
2098;1971-1980;uhepereelamu;Puurmani;Laasme;26.315463;58.583215
2099;1971-1980;uhepereelamu;Puurmani;Laasme;26.314875;58.582937
2100;enne 1919;uhepereelamu;Puurmani;Laasme;26.314140;58.583786
2101;1919-1945;uhepereelamu;Puurmani;Laasme;26.306778;58.580649
2102;1961-1970;uhepereelamu;Puurmani;Laasme;26.304197;58.583004
2103;1961-1970;uhepereelamu;Puurmani;Laasme;26.303445;58.584896
2104;enne 1919;muu vaikeelamu;Puurmani;Laasme;26.303895;58.587070
2105;1946-1960;uhepereelamu;Puurmani;Laasme;26.303011;58.586960
2106;1961-1970;uhepereelamu;Puurmani;Laasme;26.302113;58.590283
2107;1919-1945;uhepereelamu;Puurmani;Laasme;26.300365;58.589640
2108;1961-1970;paljukorteriline elamu;Puurmani;Laasme;26.306610;58.594056
2109;1919-1945;uhepereelamu;Puurmani;Laasme;26.308171;58.595779
2110;enne 1919;uhepereelamu;Puurmani;Laasme;26.319858;58.603609
2111;enne 1919;uhepereelamu;Puurmani;Laasme;26.284968;58.598112
2112;1981-1990;uhepereelamu;Pajusi;Lahavere;26.135346;58.739132
2113;1981-1990;uhepereelamu;Pajusi;Lahavere;26.134865;58.739732
