FID;build_time;build_type;municipality;settl_unit;lon;lat
6569;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.002456;58.647257
6570;ehitus pooleli;muu vaikeelamu;Poltsamaa;Vohmanomme;26.002190;58.649537
6571;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.003763;58.649468
6572;1946-1960;uhepereelamu;Poltsamaa;Vohmanomme;26.007568;58.649409
6573;1971-1980;uhepereelamu;Poltsamaa;Vohmanomme;26.008969;58.649432
6574;1971-1980;uhepereelamu;Poltsamaa;Vohmanomme;26.008873;58.650049
6575;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.007438;58.650189
6576;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;26.008651;58.650739
6577;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;26.008640;58.651288
6578;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;26.008580;58.651787
6579;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;26.008649;58.652243
6580;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;26.008687;58.652903
6581;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.008859;58.653611
6582;1981-1990;uhepereelamu;Poltsamaa;Vohmanomme;26.007289;58.654093
6583;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.006212;58.656350
6584;1996 voi hiljem;uhepereelamu;Poltsamaa;Vohmanomme;26.005353;58.656992
6585;1946-1960;uhepereelamu;Poltsamaa;Vohmanomme;26.004887;58.657566
6586;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.003512;58.658072
6587;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.003980;58.658569
6588;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;26.002795;58.659292
6589;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.001728;58.659789
6590;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;25.999391;58.658896
6591;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;25.998530;58.658994
6592;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;25.997604;58.658875
6593;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;25.997966;58.658320
6594;1981-1990;uhepereelamu;Poltsamaa;Vohmanomme;25.998921;58.656661
6595;ehitusaeg teadmata;uhepereelamu;Poltsamaa;Vohmanomme;26.007832;58.648700
6596;enne 1919;paljukorteriline elamu;Poltsamaa;Vohmanomme;26.008396;58.647847
6597;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.011130;58.646236
6598;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.008211;58.645415
6599;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.020821;58.640973
6600;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.011456;58.644673
6601;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.010220;58.644203
6602;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.011806;58.640648
6603;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.007593;58.641504
6604;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.003568;58.643327
6605;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.001974;58.641628
6606;1991-1995;uhepereelamu;Poltsamaa;Vohmanomme;25.994525;58.637324
6607;ehitus pooleli;uhepereelamu;Poltsamaa;Vohmanomme;25.990002;58.641095
6608;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;25.996492;58.643698
6609;1991-1995;uhepereelamu;Poltsamaa;Vohmanomme;25.998377;58.643561
6610;1961-1970;uhepereelamu;Poltsamaa;Vohmanomme;25.999074;58.645166
6611;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.028672;58.655684
6612;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.026547;58.658638
6613;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.024465;58.660753
6614;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.022608;58.664173
6615;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.021559;58.664176
6616;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.042610;58.657917
6617;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.037898;58.661368
6618;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.036971;58.662631
6619;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.050105;58.664875
6620;1919-1945;paljukorteriline elamu;Poltsamaa;Vohmanomme;26.051520;58.661673
6621;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.057598;58.659501
6622;1919-1945;uhepereelamu;Poltsamaa;Vohmanomme;26.058360;58.658968
6623;enne 1919;uhepereelamu;Poltsamaa;Vohmanomme;26.060398;58.652512
6624;1996 voi hiljem;uhepereelamu;Poltsamaa;Vohmanomme;26.004278;58.658748
6625;enne 1919;uhepereelamu;Torma;Voidivere;26.687309;58.838609
6626;1919-1945;uhepereelamu;Torma;Voidivere;26.688000;58.838931
6627;enne 1919;uhepereelamu;Torma;Voidivere;26.684913;58.840271
6628;enne 1919;uhepereelamu;Torma;Voidivere;26.683444;58.839565
6629;enne 1919;uhepereelamu;Torma;Voidivere;26.681895;58.840424
6630;1919-1945;uhepereelamu;Torma;Voidivere;26.694047;58.839525
6631;enne 1919;uhepereelamu;Torma;Voidivere;26.696762;58.839835
6632;enne 1919;uhepereelamu;Torma;Voidivere;26.701995;58.840104
6633;1919-1945;uhepereelamu;Torma;Voidivere;26.695619;58.833242
6634;enne 1919;uhepereelamu;Torma;Voidivere;26.685348;58.831601
6635;1919-1945;uhepereelamu;Torma;Voidivere;26.686574;58.830102
6636;enne 1919;uhepereelamu;Torma;Voidivere;26.699080;58.826436
6637;enne 1919;muu hoone;Torma;Voidivere;26.692132;58.824325
6638;enne 1919;uhepereelamu;Torma;Voidivere;26.693638;58.824294
6639;1946-1960;uhepereelamu;Torma;Voidivere;26.692598;58.823048
6640;1946-1960;uhepereelamu;Torma;Voidivere;26.690763;58.824974
6641;ehitusaeg teadmata;muu vaikeelamu;Torma;Voidivere;26.682809;58.826468
6642;1919-1945;uhepereelamu;Jogeva;Voikvere;26.469212;58.735193
6643;1919-1945;uhepereelamu;Jogeva;Voikvere;26.476691;58.738216
6644;ehitusaeg teadmata;uhepereelamu;Jogeva;Voikvere;26.476791;58.737563
6645;1919-1945;uhepereelamu;Jogeva;Voikvere;26.466479;58.740006
6646;enne 1919;uhepereelamu;Jogeva;Voikvere;26.469058;58.741252
6647;ehitusaeg teadmata;uhepereelamu;Jogeva;Voikvere;26.464480;58.737835
6648;1961-1970;paljukorteriline elamu;Jogeva;Voikvere;26.459440;58.741300
6649;ehitusaeg teadmata;uhepereelamu;Jogeva;Voikvere;26.458926;58.741566
6650;ehitusaeg teadmata;uhepereelamu;Jogeva;Voikvere;26.458491;58.741714
6651;1961-1970;hoone liik teadmata;Jogeva;Voikvere;26.459003;58.741111
6652;1971-1980;hoone liik teadmata;Jogeva;Voikvere;26.458779;58.740850
6653;1971-1980;uhepereelamu;Jogeva;Voikvere;26.457639;58.739610
6654;enne 1919;uhepereelamu;Jogeva;Voikvere;26.456291;58.739240
6655;1981-1990;uhepereelamu;Jogeva;Voikvere;26.454579;58.739573
6656;1981-1990;uhepereelamu;Jogeva;Voikvere;26.454576;58.739008
6657;ehitusaeg teadmata;uhepereelamu;Jogeva;Voikvere;26.456937;58.735625
6658;1919-1945;uhepereelamu;Jogeva;Voikvere;26.481702;58.735411
6659;1919-1945;uhepereelamu;Jogeva;Voikvere;26.483118;58.732038
6660;1919-1945;uhepereelamu;Jogeva;Voikvere;26.482225;58.729255
6661;1919-1945;uhepereelamu;Jogeva;Voikvere;26.484695;58.726284
6662;1919-1945;uhepereelamu;Jogeva;Voikvere;26.474116;58.729780
6663;1919-1945;uhepereelamu;Jogeva;Voikvere;26.470376;58.730580
6664;1919-1945;uhepereelamu;Jogeva;Voikvere;26.467761;58.731933
6665;enne 1919;uhepereelamu;Jogeva;Voikvere;26.466364;58.732813
6666;1919-1945;uhepereelamu;Jogeva;Voikvere;26.469212;58.735188
6667;1946-1960;uhepereelamu;Jogeva;Voikvere;26.469212;58.735188
6668;1919-1945;uhepereelamu;Jogeva;Voikvere;26.469212;58.735188
6669;1919-1945;uhepereelamu;Jogeva;Voikvere;26.453483;58.744445
6670;enne 1919;paljukorteriline elamu;Poltsamaa;Voisiku;25.920318;58.625745
6671;enne 1919;paljukorteriline elamu;Poltsamaa;Voisiku;25.923452;58.625774
6672;1961-1970;paljukorteriline elamu;Poltsamaa;Voisiku;25.921595;58.625802
6673;1961-1970;uhepereelamu;Poltsamaa;Voisiku;25.919405;58.627603
6674;1971-1980;uhepereelamu;Poltsamaa;Voisiku;25.921347;58.628185
6675;1971-1980;paljukorteriline elamu;Poltsamaa;Voisiku;25.924378;58.628162
6676;1971-1980;paljukorteriline elamu;Poltsamaa;Voisiku;25.925402;58.627456
6677;1946-1960;uhepereelamu;Poltsamaa;Voisiku;25.917817;58.630709
6678;1961-1970;uhepereelamu;Poltsamaa;Voisiku;25.925816;58.632076
6679;1946-1960;uhepereelamu;Poltsamaa;Voisiku;25.918711;58.634742
6680;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.917259;58.623813
6681;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.927798;58.621940
6682;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.928510;58.619568
6683;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.920124;58.616091
6684;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.921009;58.614040
6685;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.905521;58.605203
6686;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.923885;58.611886
6687;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.926431;58.609648
6688;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.939662;58.607967
6689;1946-1960;uhepereelamu;Poltsamaa;Voisiku;25.913790;58.624943
6690;1919-1945;paljukorteriline elamu;Poltsamaa;Voisiku;25.913381;58.624393
6691;1961-1970;uhepereelamu;Poltsamaa;Voisiku;25.912868;58.624760
6692;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.904188;58.622850
6693;1961-1970;uhepereelamu;Poltsamaa;Voisiku;25.906083;58.622579
6694;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.901030;58.623467
6695;1991-1995;uhepereelamu;Poltsamaa;Voisiku;25.900721;58.624014
6696;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.899311;58.625864
6697;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.897885;58.626845
6698;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.896747;58.627464
6699;1991-1995;uhepereelamu;Poltsamaa;Voisiku;25.896015;58.627950
6700;1971-1980;uhepereelamu;Poltsamaa;Voisiku;25.895130;58.628449
6701;1919-1945;uhepereelamu;Poltsamaa;Voisiku;25.908378;58.630067
6702;1991-1995;uhepereelamu;Poltsamaa;Voisiku;25.923724;58.616833
6703;1996 voi hiljem;uhepereelamu;Poltsamaa;Voisiku;25.940381;58.607488
6704;1961-1970;uhepereelamu;Torma;Votikvere;26.840949;58.866568
6705;1961-1970;uhepereelamu;Torma;Votikvere;26.841192;58.867650
6706;1946-1960;uhepereelamu;Torma;Votikvere;26.844879;58.868809
6707;1981-1990;uhepereelamu;Torma;Votikvere;26.844888;58.871828
6708;enne 1919;uhepereelamu;Torma;Votikvere;26.846794;58.872272
6709;enne 1919;uhepereelamu;Torma;Votikvere;26.849520;58.871368
6710;1919-1945;uhepereelamu;Torma;Votikvere;26.856017;58.873759
6711;1961-1970;uhepereelamu;Torma;Votikvere;26.851912;58.874936
6712;1919-1945;uhepereelamu;Torma;Votikvere;26.856287;58.877837
6713;1919-1945;uhepereelamu;Torma;Votikvere;26.857993;58.877946
6714;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.865576;58.879482
6715;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.848953;58.864740
6716;1981-1990;uhepereelamu;Torma;Votikvere;26.848575;58.865340
6717;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.847507;58.866253
6718;enne 1919;uhepereelamu;Torma;Votikvere;26.861266;58.849703
6719;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.867004;58.848606
6720;enne 1919;uhepereelamu;Torma;Votikvere;26.864771;58.846966
6721;1946-1960;uhepereelamu;Torma;Votikvere;26.902252;58.846242
6722;1971-1980;hoone liik teadmata;Torma;Votikvere;26.898989;58.843423
6723;1971-1980;muu vaikeelamu;Torma;Votikvere;26.898149;58.841743
6724;1919-1945;uhepereelamu;Torma;Votikvere;26.855182;58.852256
6725;ehitus pooleli;uhepereelamu;Torma;Votikvere;26.852664;58.852001
6726;1946-1960;uhepereelamu;Torma;Votikvere;26.849400;58.852868
6727;1919-1945;uhepereelamu;Torma;Votikvere;26.835604;58.846755
6728;enne 1919;uhepereelamu;Torma;Votikvere;26.837064;58.850363
6729;ehitus pooleli;uhepereelamu;Torma;Votikvere;26.840270;58.853033
6730;1971-1980;uhepereelamu;Torma;Votikvere;26.839001;58.853250
6731;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.830959;58.855565
6732;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.830567;58.856216
6733;1961-1970;uhepereelamu;Torma;Votikvere;26.832506;58.859161
6734;1946-1960;uhepereelamu;Torma;Votikvere;26.829946;58.857401
6735;enne 1919;uhepereelamu;Torma;Votikvere;26.827021;58.855893
6736;enne 1919;uhepereelamu;Torma;Votikvere;26.834979;58.861568
6737;1971-1980;uhepereelamu;Torma;Votikvere;26.842386;58.860414
6738;ehitus pooleli;uhepereelamu;Torma;Votikvere;26.842848;58.859604
6739;1919-1945;muu vaikeelamu;Torma;Votikvere;26.844850;58.859308
6740;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.843732;58.859108
6741;1946-1960;uhepereelamu;Torma;Votikvere;26.844235;58.858275
6742;1946-1960;paljukorteriline elamu;Torma;Votikvere;26.841104;58.861447
6743;1946-1960;uhepereelamu;Torma;Votikvere;26.841725;58.862049
6744;1946-1960;paljukorteriline elamu;Torma;Votikvere;26.842169;58.862633
6745;1919-1945;uhepereelamu;Torma;Votikvere;26.845374;58.861947
6746;1996 voi hiljem;uhepereelamu;Torma;Votikvere;26.837571;58.861809
6747;1946-1960;paljukorteriline elamu;Torma;Votikvere;26.837500;58.862700
6748;1919-1945;uhepereelamu;Torma;Votikvere;26.839866;58.863681
6749;enne 1919;uhepereelamu;Torma;Votikvere;26.839521;58.864516
6750;1946-1960;uhepereelamu;Torma;Votikvere;26.840566;58.865292
6751;1961-1970;uhepereelamu;Torma;Votikvere;26.835359;58.866224
6752;1961-1970;uhepereelamu;Torma;Votikvere;26.826738;58.863878
6753;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.821643;58.858554
6754;1961-1970;uhepereelamu;Torma;Votikvere;26.833047;58.869384
6755;1946-1960;uhepereelamu;Torma;Votikvere;26.828807;58.869926
6756;enne 1919;uhepereelamu;Torma;Votikvere;26.824932;58.867432
6757;enne 1919;uhepereelamu;Torma;Votikvere;26.817754;58.872395
6758;1961-1970;uhepereelamu;Torma;Votikvere;26.817038;58.872519
6759;ehitusaeg teadmata;uhepereelamu;Torma;Votikvere;26.802481;58.865430
6760;1919-1945;uhepereelamu;Torma;Votikvere;26.800302;58.882663
6761;1961-1970;uhepereelamu;Torma;Votikvere;26.802277;58.881438
6762;1981-1990;uhepereelamu;Pajusi;Vagari;26.212845;58.729714
6763;1981-1990;uhepereelamu;Pajusi;Vagari;26.213803;58.729850
6764;1981-1990;uhepereelamu;Pajusi;Vagari;26.213501;58.730272
6765;1981-1990;uhepereelamu;Pajusi;Vagari;26.212982;58.730735
6766;1971-1980;uhepereelamu;Pajusi;Vagari;26.213785;58.730685
6767;1981-1990;uhepereelamu;Pajusi;Vagari;26.214312;58.730389
6768;1981-1990;uhepereelamu;Pajusi;Vagari;26.214506;58.729968
6769;1981-1990;paljukorteriline elamu;Pajusi;Vagari;26.215688;58.730895
6770;1946-1960;paljukorteriline elamu;Pajusi;Vagari;26.217408;58.730794
6771;1961-1970;paljukorteriline elamu;Pajusi;Vagari;26.218151;58.730917
6772;1961-1970;paljukorteriline elamu;Pajusi;Vagari;26.217847;58.731357
6773;1981-1990;paljukorteriline elamu;Pajusi;Vagari;26.216520;58.731169
6774;1971-1980;paljukorteriline elamu;Pajusi;Vagari;26.217950;58.731809
6775;1946-1960;paljukorteriline elamu;Pajusi;Vagari;26.216804;58.731582
6776;1961-1970;paljukorteriline elamu;Pajusi;Vagari;26.217495;58.732162
6777;1971-1980;paljukorteriline elamu;Pajusi;Vagari;26.215623;58.731454
6778;1971-1980;paljukorteriline elamu;Pajusi;Vagari;26.214670;58.731394
6779;1961-1970;uhepereelamu;Pajusi;Vagari;26.214132;58.731021
6780;1946-1960;uhepereelamu;Pajusi;Vagari;26.216336;58.732277
6781;enne 1919;uhepereelamu;Pajusi;Vagari;26.217543;58.729543
6782;enne 1919;muu vaikeelamu;Pajusi;Vagari;26.219926;58.729422
6783;enne 1919;uhepereelamu;Pajusi;Vagari;26.224422;58.729731
6784;enne 1919;uhepereelamu;Pajusi;Vagari;26.228341;58.732617
6785;enne 1919;uhepereelamu;Pajusi;Vagari;26.230610;58.731936
6786;1961-1970;uhepereelamu;Pajusi;Vagari;26.232450;58.736203
6787;1961-1970;uhepereelamu;Pajusi;Vagari;26.231050;58.736223
6788;1961-1970;uhepereelamu;Pajusi;Vagari;26.231234;58.735689
6789;1981-1990;uhepereelamu;Pajusi;Vagari;26.233882;58.735163
6790;1971-1980;uhepereelamu;Pajusi;Vagari;26.234088;58.734535
6791;enne 1919;uhepereelamu;Pajusi;Vagari;26.242458;58.738508
6792;1971-1980;uhepereelamu;Pajusi;Vagari;26.234223;58.717285
6793;1991-1995;uhepereelamu;Pajusi;Vagari;26.245669;58.700899
6794;1971-1980;uhepereelamu;Pajusi;Vagari;26.213965;58.730862
6795;1946-1960;uhepereelamu;Jogeva;Vageva;26.279617;58.904803
6796;1946-1960;uhepereelamu;Jogeva;Vageva;26.277736;58.906615
6797;1946-1960;uhepereelamu;Jogeva;Vageva;26.277502;58.907252
6798;1946-1960;uhepereelamu;Jogeva;Vageva;26.273710;58.906132
6799;1946-1960;uhepereelamu;Jogeva;Vageva;26.272601;58.906705
6800;1919-1945;elukorteri(te)ga mitteelamu;Jogeva;Vageva;26.278108;58.908037
6801;1919-1945;uhepereelamu;Jogeva;Vageva;26.277751;58.908285
6802;1919-1945;paljukorteriline elamu;Jogeva;Vageva;26.278184;58.908660
6803;1919-1945;uhepereelamu;Jogeva;Vageva;26.277147;58.908848
6804;1919-1945;elukorteri(te)ga mitteelamu;Jogeva;Vageva;26.276185;58.909422
6805;1919-1945;uhepereelamu;Jogeva;Vageva;26.275898;58.909778
6806;enne 1919;uhepereelamu;Jogeva;Vageva;26.271910;58.910063
6807;1919-1945;uhepereelamu;Jogeva;Vageva;26.271683;58.910463
6808;1919-1945;uhepereelamu;Jogeva;Vageva;26.272520;58.909235
6809;1919-1945;uhepereelamu;Jogeva;Vageva;26.271897;58.908550
6810;1919-1945;uhepereelamu;Jogeva;Vageva;26.276886;58.909683
6811;1919-1945;uhepereelamu;Jogeva;Vageva;26.276462;58.910055
6812;1919-1945;uhepereelamu;Jogeva;Vageva;26.275882;58.910416
6813;1919-1945;uhepereelamu;Jogeva;Vageva;26.275541;58.910125
6814;1919-1945;uhepereelamu;Jogeva;Vageva;26.275160;58.910369
6815;1971-1980;uhepereelamu;Jogeva;Vageva;26.274782;58.910646
6816;1919-1945;uhepereelamu;Jogeva;Vageva;26.274474;58.910858
6817;1919-1945;uhepereelamu;Jogeva;Vageva;26.273962;58.911028
6818;1919-1945;uhepereelamu;Jogeva;Vageva;26.272817;58.911668
6819;1946-1960;paljukorteriline elamu;Jogeva;Vageva;26.274728;58.911801
6820;1919-1945;uhepereelamu;Jogeva;Vageva;26.274351;58.912801
6821;1919-1945;uhepereelamu;Jogeva;Vageva;26.273806;58.913210
6822;1961-1970;uhepereelamu;Jogeva;Vageva;26.289879;58.903338
6823;enne 1919;uhepereelamu;Jogeva;Vageva;26.296081;58.899526
6824;1946-1960;uhepereelamu;Jogeva;Vageva;26.301077;58.903085
6825;enne 1919;uhepereelamu;Jogeva;Vageva;26.285551;58.899048
6826;1919-1945;uhepereelamu;Jogeva;Vageva;26.270515;58.901881
6827;1919-1945;uhepereelamu;Jogeva;Vageva;26.276813;58.909097
6828;1981-1990;paljukorteriline elamu;Jogeva;Vageva;26.296889;58.897891
6829;1981-1990;uhepereelamu;Poltsamaa;Vaike-Kamari;25.986852;58.610604
6830;1981-1990;uhepereelamu;Poltsamaa;Vaike-Kamari;25.987455;58.611250
6831;1946-1960;uhepereelamu;Poltsamaa;Vaike-Kamari;25.987408;58.611917
6832;enne 1919;uhepereelamu;Poltsamaa;Vaike-Kamari;25.988330;58.612710
6833;1946-1960;uhepereelamu;Poltsamaa;Vaike-Kamari;25.988852;58.613412
6834;ehitusaeg teadmata;uhepereelamu;Poltsamaa;Vaike-Kamari;25.989003;58.614228
6835;1919-1945;paljukorteriline elamu;Poltsamaa;Vaike-Kamari;25.982025;58.613212
6836;1919-1945;paljukorteriline elamu;Poltsamaa;Vaike-Kamari;25.983005;58.613503
6837;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.975964;58.611383
6838;enne 1919;uhepereelamu;Poltsamaa;Vaike-Kamari;25.972144;58.610777
6839;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.972384;58.615040
6840;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.967542;58.617405
6841;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.981568;58.620692
6842;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.976552;58.621784
6843;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.970160;58.622340
6844;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.972377;58.618597
6845;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.974092;58.625455
6846;1961-1970;uhepereelamu;Poltsamaa;Vaike-Kamari;25.972269;58.626741
6847;ehitusaeg teadmata;uhepereelamu;Poltsamaa;Vaike-Kamari;25.971509;58.627368
6848;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.978614;58.625943
6849;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.992184;58.618696
6850;1981-1990;uhepereelamu;Poltsamaa;Vaike-Kamari;25.991216;58.622267
6851;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.987892;58.626411
6852;enne 1919;uhepereelamu;Poltsamaa;Vaike-Kamari;25.983818;58.630259
6853;1971-1980;paljukorteriline elamu;Poltsamaa;Vaike-Kamari;25.980047;58.630821
6854;ehitusaeg teadmata;paljukorteriline elamu;Poltsamaa;Vaike-Kamari;25.982959;58.631158
6855;1971-1980;paljukorteriline elamu;Poltsamaa;Vaike-Kamari;25.982918;58.632434
6856;enne 1919;uhepereelamu;Poltsamaa;Vaike-Kamari;25.981682;58.632660
6857;1961-1970;paljukorteriline elamu;Poltsamaa;Vaike-Kamari;25.982127;58.633478
6858;1981-1990;paljukorteriline elamu;Poltsamaa;Vaike-Kamari;25.981540;58.634171
6859;ehitus pooleli;uhepereelamu;Poltsamaa;Vaike-Kamari;25.981700;58.634935
6860;ehitus pooleli;uhepereelamu;Poltsamaa;Vaike-Kamari;25.981228;58.635658
6861;ehitus pooleli;uhepereelamu;Poltsamaa;Vaike-Kamari;25.980813;58.636342
6862;enne 1919;uhepereelamu;Poltsamaa;Vaike-Kamari;25.977709;58.637665
6863;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.972678;58.637028
6864;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.970897;58.630826
6865;ehitus pooleli;uhepereelamu;Poltsamaa;Vaike-Kamari;25.964729;58.631387
6866;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.959549;58.635204
6867;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.994580;58.623284
6868;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.996206;58.621023
6869;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.999027;58.622452
6870;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.995843;58.626486
6871;ehitus pooleli;uhepereelamu;Poltsamaa;Vaike-Kamari;25.994746;58.627840
6872;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;25.997287;58.610649
6873;1981-1990;uhepereelamu;Poltsamaa;Vaike-Kamari;26.002116;58.609649
6874;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;26.004769;58.606194
6875;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;26.022249;58.605965
6876;1946-1960;uhepereelamu;Poltsamaa;Vaike-Kamari;26.023733;58.598864
6877;1991-1995;uhepereelamu;Poltsamaa;Vaike-Kamari;26.026952;58.593864
6878;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;26.035398;58.595860
6879;1919-1945;uhepereelamu;Poltsamaa;Vaike-Kamari;26.035967;58.587631
6880;enne 1919;uhepereelamu;Poltsamaa;Vaike-Kamari;25.988318;58.604025
